총자본회전율(개별),총자본회전율(연결),재고자산회전율(개별),재고자산회전율(연결),매출채권회전율(개별),매출채권회전율(연결),유형자산회전율(개별),유형자산회전율(연결)),매입채무회전율(개별),매입채무회전율(연결),자기자본회전율(개별),자기자본회전율(연결),타인자본회전율(개별),타인자본회전율(연결),유동자산회전율(개별),유동자산회전율(연결),총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율
0.95,0.95,2.69,2.69,4.94,4.94,1.58,1.58,19.01,19.01,0.95,0.95,1.39,1.39,1254789.63,1.14,0.95,2.69,4.94,1.58,19.01,0.95,1.39,1.14
0.97,0.98,2.72,2.72,6.19,6.2,1.71,1.71,19.07,19.08,0.97,0.98,1.65,1.65,1254789.63,1.35,0.98,2.72,6.2,1.71,19.08,0.98,1.65,1.35
0.99,1.0,2.76,2.76,6.87,6.88,1.9,1.9,18.31,18.31,0.99,1.0,1.67,1.67,1254789.63,1.39,1.0,2.76,6.88,1.9,18.31,1.0,1.67,1.39
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.49,1254789.63,5.19,1254789.63,4.99,1254789.63,3.11,1254789.63,15.89,1254789.63,0.49,1254789.63,5.97,1254789.63,1254789.63,1254789.63,0.49,5.19,4.99,3.11,15.89,0.49,5.97,
0.45,1254789.63,5.72,1254789.63,5.46,1254789.63,3.52,1254789.63,16.32,1254789.63,0.45,1254789.63,5.37,1254789.63,1254789.63,1254789.63,0.45,5.72,5.46,3.52,16.32,0.45,5.37,
2.87,3.66,30.09,11.03,2.63,3.84,5.14,3.28,9.59,8.13,2.87,3.66,2.39,2.08,1254789.63,2.35,3.66,11.03,3.84,3.28,8.13,3.66,2.08,2.35
2.84,3.78,29.43,10.32,2.75,4.31,5.29,3.73,10.76,10.8,2.84,3.78,2.49,2.36,1254789.63,2.5,3.78,10.32,4.31,3.73,10.8,3.78,2.36,2.5
2.46,3.38,29.99,11.36,3.21,4.55,5.43,4.42,11.41,11.28,2.46,3.38,3.29,3.14,1254789.63,2.69,3.38,11.36,4.55,4.42,11.28,3.38,3.14,2.69
2.11,2.74,24.77,9.83,3.13,4.15,5.24,4.16,11.14,10.37,2.11,2.74,3.75,3.22,1254789.63,2.41,2.74,9.83,4.15,4.16,10.37,2.74,3.22,2.41
1.89,2.7,22.2,10.14,2.64,3.89,4.65,3.93,10.58,9.36,1.89,2.7,2.84,2.56,1254789.63,2.09,2.7,10.14,3.89,3.93,9.36,2.7,2.56,2.09
1.76,2.77,23.46,10.73,2.34,3.96,4.32,3.48,9.79,8.62,1.76,2.77,2.4,2.27,1254789.63,2.08,2.77,10.73,3.96,3.48,8.62,2.77,2.27,2.08
1.58,2.67,24.16,11.04,2.19,4.13,4.06,3.18,10.02,9.42,1.58,2.67,2.45,2.44,1254789.63,2.29,2.67,11.04,4.13,3.18,9.42,2.67,2.44,2.29
1.53,2.55,21.82,10.01,2.17,4.12,4.14,3.06,11.27,10.18,1.53,2.55,2.59,2.51,1254789.63,2.31,2.55,10.01,4.12,3.06,10.18,2.55,2.51,2.31
1.58,2.73,22.68,10.34,2.12,4.5,4.6,3.09,11.54,10.28,1.58,2.73,2.48,2.47,1254789.63,2.38,2.73,10.34,4.5,3.09,10.28,2.73,2.47,2.38
3.83,4.33,11.11,7.66,5.38,8.98,17.47,9.14,6.57,6.28,3.83,4.33,5.09,4.76,1254789.63,3.31,4.33,7.66,8.98,9.14,6.28,4.33,4.76,3.31
3.71,4.32,15.25,10.6,6.5,8.24,18.27,9.78,7.06,6.65,3.71,4.32,5.62,5.02,1254789.63,3.37,4.32,10.6,8.24,9.78,6.65,4.32,5.02,3.37
3.6,4.23,21.35,13.07,7.54,9.18,17.69,9.8,9.76,8.91,3.6,4.23,7.33,6.34,1254789.63,3.67,4.23,13.07,9.18,9.8,8.91,4.23,6.34,3.67
2.41,3.01,15.63,10.54,6.03,8.78,11.75,7.13,8.06,7.92,2.41,3.01,5.92,5.63,1254789.63,2.92,3.01,10.54,8.78,7.13,7.92,3.01,5.63,2.92
2.41,2.71,14.74,11.05,7.46,10.09,11.52,6.45,9.56,9.12,2.41,2.71,6.87,6.33,1254789.63,2.93,2.71,11.05,10.09,6.45,9.12,2.71,6.33,2.93
2.09,2.38,12.47,10.2,6.88,9.46,10.61,6.19,9.08,9.03,2.09,2.38,6.39,5.99,1254789.63,2.53,2.38,10.2,9.46,6.19,9.03,2.38,5.99,2.53
1.95,2.2,12.83,10.04,7.75,9.51,11.0,6.9,9.8,9.17,1.95,2.2,6.64,5.89,1254789.63,2.29,2.2,10.04,9.51,6.9,9.17,2.2,5.89,2.29
1.8,2.0,10.39,8.85,7.24,8.01,10.9,7.07,9.75,9.87,1.8,2.0,6.15,5.45,1254789.63,2.09,2.0,8.85,8.01,7.07,9.87,2.0,5.45,2.09
2.32,2.33,10.59,8.58,7.79,9.21,14.02,7.55,14.04,15.99,2.32,2.33,7.85,7.01,1254789.63,2.7,2.33,8.58,9.21,7.55,15.99,2.33,7.01,2.7
1.91,2.16,8.09,7.61,5.56,5.95,2.62,2.49,8.12,7.7,1.91,2.16,2.92,2.88,1254789.63,2.73,2.16,7.61,5.95,2.49,7.7,2.16,2.88,2.73
2.05,2.39,9.66,8.73,4.31,4.66,2.53,2.5,7.46,6.94,2.05,2.39,2.6,2.58,1254789.63,2.73,2.39,8.73,4.66,2.5,6.94,2.39,2.58,2.73
1.79,2.14,9.73,8.49,3.55,3.91,2.03,2.06,6.15,5.67,1.79,2.14,2.0,2.01,1254789.63,2.31,2.14,8.49,3.91,2.06,5.67,2.14,2.01,2.31
1.77,2.15,8.9,7.64,3.59,3.96,1.91,1.95,5.94,5.71,1.77,2.15,1.85,1.85,1254789.63,2.25,2.15,7.64,3.96,1.95,5.71,2.15,1.85,2.25
1.59,1.96,7.61,6.95,3.5,3.96,1.66,1.75,8.05,7.9,1.59,1.96,1.78,1.82,1254789.63,2.29,1.96,6.95,3.96,1.75,7.9,1.96,1.82,2.29
1.2,1.53,6.33,6.25,2.97,3.49,1.25,1.37,5.73,5.99,1.2,1.53,1.42,1.54,1254789.63,1.89,1.53,6.25,3.49,1.37,5.99,1.53,1.54,1.89
1.68,2.2,7.26,7.17,3.75,4.39,1.52,1.67,6.82,7.07,1.68,2.2,1.51,1.67,1254789.63,2.32,2.2,7.17,4.39,1.67,7.07,2.2,1.67,2.32
1.88,2.45,10.11,9.17,4.35,4.94,1.84,1.98,7.87,7.88,1.88,2.45,1.63,1.78,1254789.63,2.25,2.45,9.17,4.94,1.98,7.88,2.45,1.78,2.25
1.57,2.06,6.27,6.28,4.11,4.72,1.91,2.09,8.33,8.38,1.57,2.06,1.8,1.93,1254789.63,2.04,2.06,6.28,4.72,2.09,8.38,2.06,1.93,2.04
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.61,1254789.63,14.22,1254789.63,3.3,1254789.63,1.56,1254789.63,12.38,1254789.63,0.61,1254789.63,3.06,1254789.63,15.8,1254789.63,0.61,14.22,3.3,1.56,12.38,0.61,3.06,15.8
0.48,1254789.63,10.34,1254789.63,5.09,1254789.63,1.22,1254789.63,13.82,1254789.63,0.48,1254789.63,5.8,1254789.63,24.29,1254789.63,0.48,10.34,5.09,1.22,13.82,0.48,5.8,24.29
0.41,1254789.63,8.85,1254789.63,4.08,1254789.63,0.98,1254789.63,14.86,1254789.63,0.41,1254789.63,5.81,1254789.63,1254789.63,1254789.63,0.41,8.85,4.08,0.98,14.86,0.41,5.81,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
2.99,3.65,7.02,4.66,5.48,7.97,3.67,2.14,11.24,12.75,2.99,3.65,1.7,1.53,1254789.63,2.48,3.65,4.66,7.97,2.14,12.75,3.65,1.53,2.48
3.02,3.58,6.49,4.35,5.35,8.3,3.67,2.23,10.41,12.04,3.02,3.58,1.66,1.57,1254789.63,2.45,3.58,4.35,8.3,2.23,12.04,3.58,1.57,2.45
6.0,9.89,9.45,7.52,4.32,7.99,2.08,1.87,5.64,7.43,6.0,9.89,0.96,1.23,1254789.63,3.31,9.89,7.52,7.99,1.87,7.43,9.89,1.23,3.31
6.07,8.88,7.04,6.13,5.4,6.57,2.52,2.14,5.58,6.75,6.07,8.88,1.17,1.32,1254789.63,2.87,8.88,6.13,6.57,2.14,6.75,8.88,1.32,2.87
5.67,8.61,6.78,6.31,5.78,6.87,2.5,2.28,5.44,7.37,5.67,8.61,1.15,1.38,1254789.63,2.85,8.61,6.31,6.87,2.28,7.37,8.61,1.38,2.85
5.39,8.34,7.36,6.27,5.86,7.7,2.41,2.24,5.73,8.23,5.39,8.34,1.12,1.37,1254789.63,2.87,8.34,6.27,7.7,2.24,8.23,8.34,1.37,2.87
4.86,7.71,6.76,6.08,5.23,7.81,2.35,1.97,5.41,7.21,4.86,7.71,1.05,1.22,1254789.63,2.62,7.71,6.08,7.81,1.97,7.21,7.71,1.22,2.62
4.53,7.84,6.73,6.75,5.54,8.36,2.47,1.76,5.01,6.19,4.53,7.84,1.07,1.16,1254789.63,2.81,7.84,6.75,8.36,1.76,6.19,7.84,1.16,2.81
4.25,8.03,6.4,6.46,6.2,8.73,2.33,1.63,3.81,5.45,4.25,8.03,0.98,1.14,1254789.63,3.08,8.03,6.46,8.73,1.63,5.45,8.03,1.14,3.08
3.64,6.76,5.92,5.21,5.97,8.31,1.98,1.37,2.84,4.54,3.64,6.76,0.82,0.97,1254789.63,2.64,6.76,5.21,8.31,1.37,4.54,6.76,0.97,2.64
5.44,8.53,6.97,6.26,5.18,10.76,2.21,1.4,3.16,5.32,5.44,8.53,0.85,1.02,1254789.63,3.1,8.53,6.26,10.76,1.4,5.32,8.53,1.02,3.1
1.42,2.73,5.29,3.01,11.66,13.2,1.64,2.82,22.71,18.4,1.42,2.73,1.46,1.67,1254789.63,2.07,2.73,3.01,13.2,2.82,18.4,2.73,1.67,2.07
1.5,2.86,5.77,3.31,13.98,15.76,2.0,3.19,25.77,31.68,1.5,2.86,1.89,1.92,1254789.63,2.18,2.86,3.31,15.76,3.19,31.68,2.86,1.92,2.18
1.2,2.38,6.26,3.19,11.43,14.51,1.73,2.88,25.86,34.63,1.2,2.38,1.87,2.0,1254789.63,2.14,2.38,3.19,14.51,2.88,34.63,2.38,2.0,2.14
1.14,2.1,7.27,3.36,8.76,11.14,1.56,2.64,26.7,31.56,1.14,2.1,1.76,1.95,1254789.63,2.12,2.1,3.36,11.14,2.64,31.56,2.1,1.95,2.12
1.14,1.94,7.66,3.05,6.79,9.41,1.35,2.43,19.72,23.03,1.14,1.94,1.3,1.61,1254789.63,1.85,1.94,3.05,9.41,2.43,23.03,1.94,1.61,1.85
1.46,2.1,9.29,3.1,7.46,11.24,1.75,2.73,20.3,22.07,1.46,2.1,1.33,1.56,1254789.63,1.72,2.1,3.1,11.24,2.73,22.07,2.1,1.56,1.72
1.48,2.81,8.8,4.91,7.49,11.0,1.98,3.53,16.42,16.12,1.48,2.81,1.21,1.72,1254789.63,2.31,2.81,4.91,11.0,3.53,16.12,2.81,1.72,2.31
1.39,2.6,6.65,4.69,8.2,8.34,2.0,3.18,15.42,13.24,1.39,2.6,1.14,1.49,1254789.63,2.42,2.6,4.69,8.34,3.18,13.24,2.6,1.49,2.42
1.03,2.61,4.47,4.55,7.73,9.18,1.43,3.24,16.05,16.57,1.03,2.61,0.83,1.52,34.86,2.43,2.61,4.55,9.18,3.24,16.57,2.61,1.52,2.43
3.09,2.88,4.64,3.8,28.3,26.52,5.84,5.82,21.02,20.8,3.09,2.88,2.25,2.12,1254789.63,1.91,2.88,3.8,26.52,5.82,20.8,2.88,2.12,1.91
2.75,2.63,3.66,2.84,15.87,16.01,5.49,5.75,21.21,22.06,2.75,2.63,2.02,1.87,1254789.63,1.64,2.63,2.84,16.01,5.75,22.06,2.63,1.87,1.64
2.64,2.62,3.6,2.84,13.38,13.06,3.96,4.34,18.75,20.58,2.64,2.62,1.72,1.66,1254789.63,1.62,2.62,2.84,13.06,4.34,20.58,2.62,1.66,1.62
2.91,2.82,4.21,3.58,19.98,17.39,3.43,3.56,13.46,14.06,2.91,2.82,1.58,1.54,1254789.63,1.73,2.82,3.58,17.39,3.56,14.06,2.82,1.54,1.73
3.48,3.49,4.22,4.27,22.88,22.29,4.14,4.17,14.75,14.71,3.48,3.49,1.89,1.89,1254789.63,2.26,3.49,4.27,22.29,4.17,14.71,3.49,1.89,2.26
3.11,3.96,3.76,4.65,20.06,23.34,4.3,4.61,22.15,25.82,3.11,3.96,1.81,2.21,1254789.63,2.71,3.96,4.65,23.34,4.61,25.82,3.96,2.21,2.71
2.94,4.43,3.68,5.19,22.37,25.44,5.28,5.71,19.1,23.56,2.94,4.43,1.83,2.57,1254789.63,2.9,4.43,5.19,25.44,5.71,23.56,4.43,2.57,2.9
2.32,3.38,3.12,4.32,18.91,19.62,5.6,6.02,17.31,19.72,2.32,3.38,1.84,2.45,1254789.63,2.33,3.38,4.32,19.62,6.02,19.72,3.38,2.45,2.33
2.26,3.43,3.64,4.96,22.73,22.31,7.56,8.42,27.74,26.97,2.26,3.43,2.53,3.33,1254789.63,2.63,3.43,4.96,22.31,8.42,26.97,3.43,3.33,2.63
4.41,4.57,15.68,6.64,7.81,7.9,13.99,14.08,8.15,8.21,4.41,4.57,1.52,1.41,1254789.63,1.5,4.57,6.64,7.9,14.08,8.21,4.57,1.41,1.5
4.46,4.65,14.48,6.56,6.44,6.57,10.73,10.85,7.19,7.31,4.46,4.65,1.28,1.21,1254789.63,1.48,4.65,6.56,6.57,10.85,7.31,4.65,1.21,1.48
2.02,3.72,11.62,9.1,4.42,6.5,5.75,9.73,6.05,8.45,2.02,3.72,1.24,1.65,1254789.63,2.01,3.72,9.1,6.5,9.73,8.45,3.72,1.65,2.01
1.51,3.34,10.29,7.48,5.12,5.77,5.11,3.6,6.95,8.19,1.51,3.34,1.25,1.24,1254789.63,2.02,3.34,7.48,5.77,3.6,8.19,3.34,1.24,2.02
1.53,4.37,9.82,8.93,5.79,6.87,5.38,3.26,8.56,11.81,1.53,4.37,0.94,1.33,1254789.63,2.47,4.37,8.93,6.87,3.26,11.81,4.37,1.33,2.47
1.56,3.73,9.75,8.87,5.59,6.24,5.45,3.26,7.29,9.9,1.56,3.73,0.99,1.38,1254789.63,2.26,3.73,8.87,6.24,3.26,9.9,3.73,1.38,2.26
1.39,2.93,7.62,7.77,4.78,5.9,3.87,3.23,6.1,8.28,1.39,2.93,1.15,1.59,1254789.63,2.26,2.93,7.77,5.9,3.23,8.28,2.93,1.59,2.26
1.48,2.0,7.11,5.61,5.76,5.04,3.11,2.44,8.5,8.4,1.48,2.0,1.43,1.61,1254789.63,2.07,2.0,5.61,5.04,2.44,8.4,2.0,1.61,2.07
1.39,1.88,7.44,5.74,6.16,5.36,2.27,2.16,10.05,11.17,1.39,1.88,1.39,1.78,1254789.63,2.35,1.88,5.74,5.36,2.16,11.17,1.88,1.78,2.35
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.88,1254789.63,8.22,1254789.63,3.6,1254789.63,2.13,1254789.63,13.48,1254789.63,1.88,1254789.63,2.54,1254789.63,1254789.63,1254789.63,1.88,8.22,3.6,2.13,13.48,1.88,2.54,
1.86,1254789.63,8.75,1254789.63,3.79,1254789.63,2.3,1254789.63,12.84,1254789.63,1.86,1254789.63,2.73,1254789.63,1254789.63,1254789.63,1.86,8.75,3.79,2.3,12.84,1.86,2.73,
1.67,1254789.63,8.66,1254789.63,3.53,1254789.63,2.28,1254789.63,13.09,1254789.63,1.67,1254789.63,2.8,1254789.63,1254789.63,1254789.63,1.67,8.66,3.53,2.28,13.09,1.67,2.8,
1.35,1.39,7.45,6.98,3.0,2.95,2.01,2.06,10.76,10.61,1.35,1.39,2.47,2.5,1254789.63,1.62,1.39,6.98,2.95,2.06,10.61,1.39,2.5,1.62
1.43,1.46,8.21,7.64,3.35,3.3,2.11,2.15,9.48,9.33,1.43,1.46,2.65,2.68,1254789.63,1.76,1.46,7.64,3.3,2.15,9.33,1.46,2.68,1.76
1.42,1.45,7.81,7.25,3.38,3.34,2.07,2.1,9.79,9.76,1.42,1.45,2.69,2.73,1254789.63,1.78,1.45,7.25,3.34,2.1,9.76,1.45,2.73,1.78
1.35,1.38,7.96,7.32,3.14,3.13,2.07,2.1,10.84,10.9,1.35,1.38,2.78,2.82,1254789.63,1.7,1.38,7.32,3.13,2.1,10.9,1.38,2.82,1.7
1.51,1254789.63,9.6,1254789.63,11.72,1254789.63,7.64,1254789.63,12.25,1254789.63,1.51,1254789.63,4.48,1254789.63,1254789.63,1254789.63,1.51,9.6,11.72,7.64,12.25,1.51,4.48,
1.41,1254789.63,8.69,1254789.63,15.36,1254789.63,7.54,1254789.63,13.06,1254789.63,1.41,1254789.63,4.94,1254789.63,1254789.63,1254789.63,1.41,8.69,15.36,7.54,13.06,1.41,4.94,
1.01,1.01,8.63,8.53,15.04,15.04,6.06,4.59,14.34,14.41,1.01,1.01,5.51,4.43,1254789.63,1.91,1.01,8.53,15.04,4.59,14.41,1.01,4.43,1.91
0.79,0.81,8.02,7.7,12.42,12.42,5.58,3.52,12.97,12.81,0.79,0.81,5.4,3.87,1254789.63,1.69,0.81,7.7,12.42,3.52,12.81,0.81,3.87,1.69
0.77,0.79,7.45,6.83,13.28,13.26,4.66,2.89,12.9,13.14,0.77,0.79,5.25,3.56,1254789.63,1.54,0.79,6.83,13.26,2.89,13.14,0.79,3.56,1.54
0.58,0.59,6.11,5.42,11.89,11.88,2.92,2.01,12.89,14.06,0.58,0.59,4.75,3.0,1254789.63,1.56,0.59,5.42,11.88,2.01,14.06,0.59,3.0,1.56
0.69,0.7,6.51,5.76,12.28,12.26,3.6,2.55,17.22,16.58,0.69,0.7,5.98,3.69,1254789.63,2.43,0.7,5.76,12.26,2.55,16.58,0.7,3.69,2.43
0.88,0.9,6.91,6.19,12.02,12.01,5.15,3.73,18.17,18.39,0.88,0.9,7.02,4.76,1254789.63,2.44,0.9,6.19,12.01,3.73,18.39,0.9,4.76,2.44
0.73,0.74,5.69,5.01,11.66,11.65,4.71,3.12,16.4,18.91,0.73,0.74,6.3,4.55,1254789.63,2.15,0.74,5.01,11.65,3.12,18.91,0.74,4.55,2.15
1.87,1254789.63,5.61,1254789.63,7.01,1254789.63,5.92,1254789.63,27.06,1254789.63,1.87,1254789.63,6.17,1254789.63,1254789.63,1254789.63,1.87,5.61,7.01,5.92,27.06,1.87,6.17,
1.47,1254789.63,5.1,1254789.63,6.53,1254789.63,4.46,1254789.63,24.61,1254789.63,1.47,1254789.63,6.35,1254789.63,1254789.63,1254789.63,1.47,5.1,6.53,4.46,24.61,1.47,6.35,
1.23,1254789.63,5.24,1254789.63,6.31,1254789.63,3.9,1254789.63,23.86,1254789.63,1.23,1254789.63,7.13,1254789.63,1254789.63,1254789.63,1.23,5.24,6.31,3.9,23.86,1.23,7.13,
1.17,1254789.63,4.91,1254789.63,6.55,1254789.63,3.86,1254789.63,24.01,1254789.63,1.17,1254789.63,7.7,1254789.63,1254789.63,1254789.63,1.17,4.91,6.55,3.86,24.01,1.17,7.7,
0.98,0.98,4.98,4.98,6.16,6.16,3.49,3.49,27.44,27.44,0.98,0.98,8.46,8.46,1254789.63,1.3,0.98,4.98,6.16,3.49,27.44,0.98,8.46,1.3
0.95,0.95,5.59,5.59,6.41,6.41,3.81,3.81,24.11,24.11,0.95,0.95,7.93,7.93,1254789.63,1.21,0.95,5.59,6.41,3.81,24.11,0.95,7.93,1.21
1.13,1.13,6.21,6.21,6.91,6.91,5.11,5.11,22.36,22.36,1.13,1.13,7.82,7.82,1254789.63,1.35,1.13,6.21,6.91,5.11,22.36,1.13,7.82,1.35
1.12,1.12,5.28,5.28,6.7,6.7,5.46,5.46,21.49,21.49,1.12,1.12,7.32,7.32,1254789.63,1.32,1.12,5.28,6.7,5.46,21.49,1.12,7.32,1.32
0.91,1.0,4.34,4.48,6.32,5.77,4.65,4.49,23.05,22.01,0.91,1.0,6.9,6.7,1254789.63,1.24,1.0,4.48,5.77,4.49,22.01,1.0,6.7,1.24
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.73,1254789.63,5.18,1254789.63,2.75,1254789.63,1.41,1254789.63,21.9,1254789.63,0.73,1254789.63,5.93,1254789.63,1254789.63,1254789.63,0.73,5.18,2.75,1.41,21.9,0.73,5.93,
0.82,1254789.63,6.42,1254789.63,2.87,1254789.63,1.57,1254789.63,20.58,1254789.63,0.82,1254789.63,6.21,1254789.63,1254789.63,1254789.63,0.82,6.42,2.87,1.57,20.58,0.82,6.21,
0.95,1254789.63,6.9,1254789.63,3.04,1254789.63,1.86,1254789.63,16.93,1254789.63,0.95,1254789.63,6.49,1254789.63,1254789.63,1254789.63,0.95,6.9,3.04,1.86,16.93,0.95,6.49,
0.97,1254789.63,6.71,1254789.63,3.18,1254789.63,2.22,1254789.63,17.53,1254789.63,0.97,1254789.63,7.11,1254789.63,1254789.63,1254789.63,0.97,6.71,3.18,2.22,17.53,0.97,7.11,
2.38,1254789.63,3.35,1254789.63,7.49,1254789.63,3.55,1254789.63,50.35,1254789.63,2.38,1254789.63,2.25,1254789.63,1254789.63,1254789.63,2.38,3.35,7.49,3.55,50.35,2.38,2.25,
2.02,1254789.63,3.57,1254789.63,7.11,1254789.63,3.41,1254789.63,49.32,1254789.63,2.02,1254789.63,1.78,1254789.63,1254789.63,1254789.63,2.02,3.57,7.11,3.41,49.32,2.02,1.78,
1.14,1254789.63,2.82,1254789.63,6.11,1254789.63,1.57,1254789.63,25.29,1254789.63,1.14,1254789.63,1.08,1254789.63,1254789.63,1254789.63,1.14,2.82,6.11,1.57,25.29,1.14,1.08,
1.26,1254789.63,1.97,1254789.63,5.36,1254789.63,1.01,1254789.63,10.13,1254789.63,1.26,1254789.63,0.67,1254789.63,1254789.63,1254789.63,1.26,1.97,5.36,1.01,10.13,1.26,0.67,
2.87,1254789.63,2.6,1254789.63,6.97,1254789.63,1.49,1254789.63,10.06,1254789.63,2.87,1254789.63,0.77,1254789.63,1254789.63,1254789.63,2.87,2.6,6.97,1.49,10.06,2.87,0.77,
1.97,1254789.63,2.95,1254789.63,6.09,1254789.63,1.08,1254789.63,9.33,1254789.63,1.97,1254789.63,0.82,1254789.63,1254789.63,1254789.63,1.97,2.95,6.09,1.08,9.33,1.97,0.82,
1.27,1254789.63,2.63,1254789.63,4.39,1254789.63,0.75,1254789.63,6.2,1254789.63,1.27,1254789.63,0.71,1254789.63,1254789.63,1254789.63,1.27,2.63,4.39,0.75,6.2,1.27,0.71,
0.96,1254789.63,2.33,1254789.63,3.9,1254789.63,0.51,1254789.63,3.77,1254789.63,0.96,1254789.63,0.52,1254789.63,1254789.63,1254789.63,0.96,2.33,3.9,0.51,3.77,0.96,0.52,
0.5,1254789.63,1.77,1254789.63,2.63,1254789.63,0.38,1254789.63,3.72,1254789.63,0.5,1254789.63,0.41,1254789.63,1254789.63,1254789.63,0.5,1.77,2.63,0.38,3.72,0.5,0.41,
0.04,0.66,1254789.63,4.13,1254789.63,6.1,1.47,0.51,1254789.63,9.47,0.04,0.66,0.11,0.75,1254789.63,1.99,0.66,4.13,6.1,0.51,9.47,0.66,0.75,1.99
0.09,0.72,1254789.63,5.61,1254789.63,6.76,2.95,0.51,1254789.63,8.86,0.09,0.72,0.19,0.69,1254789.63,2.46,0.72,5.61,6.76,0.51,8.86,0.72,0.69,2.46
0.46,0.77,3.32,5.13,3.42,5.98,0.64,0.49,5.05,7.72,0.46,0.77,0.46,0.65,1254789.63,2.5,0.77,5.13,5.98,0.49,7.72,0.77,0.65,2.5
1.39,1.2,5.82,6.19,6.03,7.41,1.09,0.77,8.34,9.95,1.39,1.2,1.05,0.96,1254789.63,3.15,1.2,6.19,7.41,0.77,9.95,1.2,0.96,3.15
1.16,1.27,6.27,6.68,6.8,8.05,1.13,0.95,9.07,11.61,1.16,1.27,1.15,1.18,1254789.63,3.18,1.27,6.68,8.05,0.95,11.61,1.27,1.18,3.18
0.95,1.15,6.74,7.12,6.84,7.22,1.14,0.95,9.78,12.06,0.95,1.15,1.17,1.2,1254789.63,2.65,1.15,7.12,7.22,0.95,12.06,1.15,1.2,2.65
0.93,1.21,7.61,8.24,6.61,7.01,1.21,1.02,10.86,13.32,0.93,1.21,1.2,1.36,1254789.63,2.81,1.21,8.24,7.01,1.02,13.32,1.21,1.36,2.81
0.88,1.14,7.47,7.72,6.76,7.0,1.24,1.01,10.75,12.35,0.88,1.14,1.18,1.36,1254789.63,2.72,1.14,7.72,7.0,1.01,12.35,1.14,1.36,2.72
0.7,1.06,5.66,6.27,6.49,7.65,1.06,0.93,11.04,13.66,0.7,1.06,0.82,1.09,1254789.63,2.36,1.06,6.27,7.65,0.93,13.66,1.06,1.09,2.36
1.05,1254789.63,3.66,1254789.63,3.81,1254789.63,1.36,1254789.63,11.73,1254789.63,1.05,1254789.63,2.08,1254789.63,1254789.63,1254789.63,1.05,3.66,3.81,1.36,11.73,1.05,2.08,
0.98,1254789.63,3.91,1254789.63,4.0,1254789.63,1.2,1254789.63,11.25,1254789.63,0.98,1254789.63,2.16,1254789.63,1254789.63,1254789.63,0.98,3.91,4.0,1.2,11.25,0.98,2.16,
0.97,1254789.63,4.02,1254789.63,4.28,1254789.63,1.24,1254789.63,12.19,1254789.63,0.97,1254789.63,2.37,1254789.63,1254789.63,1254789.63,0.97,4.02,4.28,1.24,12.19,0.97,2.37,
0.93,1254789.63,4.02,1254789.63,4.1,1254789.63,1.28,1254789.63,11.7,1254789.63,0.93,1254789.63,2.48,1254789.63,1254789.63,1254789.63,0.93,4.02,4.1,1.28,11.7,0.93,2.48,
0.97,1254789.63,4.64,1254789.63,4.18,1254789.63,1.42,1254789.63,12.7,1254789.63,0.97,1254789.63,2.62,1254789.63,1254789.63,1254789.63,0.97,4.64,4.18,1.42,12.7,0.97,2.62,
0.98,1254789.63,5.09,1254789.63,4.38,1254789.63,1.62,1254789.63,11.09,1254789.63,0.98,1254789.63,2.99,1254789.63,1254789.63,1254789.63,0.98,5.09,4.38,1.62,11.09,0.98,2.99,
0.94,1254789.63,4.77,1254789.63,4.43,1254789.63,2.11,1254789.63,10.91,1254789.63,0.94,1254789.63,3.65,1254789.63,1254789.63,1254789.63,0.94,4.77,4.43,2.11,10.91,0.94,3.65,
1.03,1254789.63,4.75,1254789.63,4.47,1254789.63,3.06,1254789.63,11.85,1254789.63,1.03,1254789.63,4.27,1254789.63,1254789.63,1254789.63,1.03,4.75,4.47,3.06,11.85,1.03,4.27,
1.03,1.03,4.8,4.81,4.16,4.16,3.25,3.25,12.99,12.99,1.03,1.03,4.15,4.14,1254789.63,1.33,1.03,4.81,4.16,3.25,12.99,1.03,4.14,1.33
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
