총자본회전율(개별),총자본회전율(연결),재고자산회전율(개별),재고자산회전율(연결),매출채권회전율(개별),매출채권회전율(연결),유형자산회전율(개별),유형자산회전율(연결)),매입채무회전율(개별),매입채무회전율(연결),자기자본회전율(개별),자기자본회전율(연결),타인자본회전율(개별),타인자본회전율(연결),유동자산회전율(개별),유동자산회전율(연결),총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율
0.01,1.0,1254789.63,4.21,5.34,10.03,158.51,7.92,1254789.63,10.27,0.01,1.0,0.15,1.18,1254789.63,2.13,1.0,4.21,10.03,7.92,10.27,1.0,1.18,2.13
0.01,1.11,1254789.63,5.41,4.29,14.91,23.62,9.46,1254789.63,9.71,0.01,1.11,0.18,1.45,1254789.63,2.38,1.11,5.41,14.91,9.46,9.71,1.11,1.45,2.38
0.06,1.17,1254789.63,4.94,26.51,15.75,98.04,9.39,1254789.63,9.11,0.06,1.17,1.58,1.66,1254789.63,2.82,1.17,4.94,15.75,9.39,9.11,1.17,1.66,2.82
1.85,1.7,18.97,13.82,7.17,4.42,3.35,2.74,12.87,8.62,1.85,1.7,1.07,0.83,1254789.63,1.22,1.7,13.82,4.42,2.74,8.62,1.7,0.83,1.22
2.27,2.07,16.67,16.26,7.29,7.21,3.91,3.59,13.34,12.53,2.27,2.07,1.12,1.08,1254789.63,1.75,2.07,16.26,7.21,3.59,12.53,2.07,1.08,1.75
1.72,3.09,12.89,11.6,6.03,6.72,2.87,3.88,9.56,12.18,1.72,3.09,0.99,1.33,1254789.63,2.27,3.09,11.6,6.72,3.88,12.18,3.09,1.33,2.27
1.19,2.33,12.36,6.63,5.08,4.35,2.08,2.51,6.55,7.29,1.19,2.33,0.91,0.91,1254789.63,1.65,2.33,6.63,4.35,2.51,7.29,2.33,0.91,1.65
1.12,2.2,13.92,6.03,4.51,3.86,1.81,2.25,5.19,6.55,1.12,2.2,0.79,0.81,1254789.63,1.5,2.2,6.03,3.86,2.25,6.55,2.2,0.81,1.5
1.07,2.01,14.07,5.85,4.9,3.52,1.53,2.04,4.12,5.9,1.07,2.01,0.64,0.73,1254789.63,1.41,2.01,5.85,3.52,2.04,5.9,2.01,0.73,1.41
0.99,2.17,14.53,6.93,6.92,4.22,1.35,2.19,3.34,5.5,0.99,2.17,0.59,0.8,1254789.63,1.59,2.17,6.93,4.22,2.19,5.5,2.17,0.8,1.59
0.98,2.31,12.95,6.72,7.69,4.39,1.24,2.22,3.01,5.0,0.98,2.31,0.56,0.8,1254789.63,1.55,2.31,6.72,4.39,2.22,5.0,2.31,0.8,1.55
1.0,2.52,10.33,6.34,6.11,4.64,1.15,2.54,3.24,5.58,1.0,2.52,0.48,0.84,1254789.63,1.64,2.52,6.34,4.64,2.54,5.58,2.52,0.84,1.64
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.44,1.32,4.81,4.33,8.81,8.81,10.95,7.97,17.5,18.55,1.44,1.32,5.76,5.49,1254789.63,1.49,1.32,4.33,8.81,7.97,18.55,1.32,5.49,1.49
1.22,1.12,4.64,4.27,8.42,8.42,7.51,5.9,15.14,16.12,1.22,1.12,3.97,3.84,1254789.63,1.23,1.12,4.27,8.42,5.9,16.12,1.12,3.84,1.23
0.97,0.9,3.95,3.62,7.7,7.71,5.15,4.2,12.08,12.69,0.97,0.9,3.47,3.34,1254789.63,1.04,0.9,3.62,7.71,4.2,12.69,0.9,3.34,1.04
0.88,0.82,4.07,3.78,8.56,8.57,4.76,3.91,14.01,14.65,0.88,0.82,5.4,5.08,1254789.63,1.13,0.82,3.78,8.57,3.91,14.65,0.82,5.08,1.13
0.81,0.77,4.82,4.54,9.55,9.41,4.65,3.59,12.4,13.76,0.81,0.77,4.87,4.63,1254789.63,1.18,0.77,4.54,9.41,3.59,13.76,0.77,4.63,1.18
0.91,0.88,6.17,5.51,10.37,10.07,5.78,4.14,12.57,14.18,0.91,0.88,5.33,4.93,1254789.63,1.39,0.88,5.51,10.07,4.14,14.18,0.88,4.93,1.39
0.89,0.85,5.61,5.08,9.26,9.06,5.91,4.27,12.68,14.15,0.89,0.85,5.61,5.09,1254789.63,1.3,0.85,5.08,9.06,4.27,14.15,0.85,5.09,1.3
0.78,0.75,5.07,4.72,8.39,8.17,5.45,3.76,11.91,13.36,0.78,0.75,5.49,4.88,1254789.63,1.21,0.75,4.72,8.17,3.76,13.36,0.75,4.88,1.21
0.9,1254789.63,6.61,1254789.63,9.54,1254789.63,7.5,1254789.63,12.34,1254789.63,0.9,1254789.63,5.52,1254789.63,1254789.63,1254789.63,0.9,6.61,9.54,7.5,12.34,0.9,5.52,
0.6,1.39,4.03,4.07,7.05,9.82,0.83,1.53,20.08,17.12,0.6,1.39,1.37,2.18,1254789.63,2.58,1.39,4.07,9.82,1.53,17.12,1.39,2.18,2.58
0.54,1.31,4.26,3.61,6.06,8.89,0.73,1.4,17.93,15.67,0.54,1.31,1.24,2.01,1254789.63,2.44,1.31,3.61,8.89,1.4,15.67,1.31,2.01,2.44
0.54,1.37,4.43,3.69,6.08,9.2,0.72,1.4,21.14,19.6,0.54,1.37,1.32,1.97,1254789.63,2.58,1.37,3.69,9.2,1.4,19.6,1.37,1.97,2.58
0.53,1.35,5.05,3.68,5.55,8.86,0.69,1.33,29.28,19.78,0.53,1.35,1.29,1.8,1254789.63,2.53,1.35,3.68,8.86,1.33,19.78,1.35,1.8,2.53
0.55,1.4,6.23,4.11,5.39,9.25,0.7,1.33,36.86,21.59,0.55,1.4,1.21,1.81,1254789.63,2.66,1.4,4.11,9.25,1.33,21.59,1.4,1.81,2.66
0.63,1.51,6.58,4.31,6.45,9.42,0.78,1.44,53.73,23.73,0.63,1.51,1.2,1.88,1254789.63,2.61,1.51,4.31,9.42,1.44,23.73,1.51,1.88,2.61
0.61,1.59,6.01,4.28,6.74,8.75,0.73,1.53,47.2,21.72,0.61,1.59,1.09,1.98,1254789.63,2.7,1.59,4.28,8.75,1.53,21.72,1.59,1.98,2.7
0.67,1.76,5.51,4.28,7.69,9.01,0.8,1.68,44.76,22.89,0.67,1.76,1.15,2.15,1254789.63,3.0,1.76,4.28,9.01,1.68,22.89,1.76,2.15,3.0
0.68,1.81,5.55,4.28,7.56,9.16,0.83,1.79,48.62,24.12,0.68,1.81,1.13,2.17,1254789.63,2.91,1.81,4.28,9.16,1.79,24.12,1.81,2.17,2.91
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.7,0.71,0.91,0.91,19.03,19.07,3.83,3.84,12.29,12.32,0.7,0.71,0.93,0.93,1254789.63,0.47,0.71,0.91,19.07,3.84,12.32,0.71,0.93,0.47
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.63,2.01,5.22,3.48,4.24,5.83,3.87,4.01,17.95,12.4,1.63,2.01,3.87,3.29,1254789.63,1.89,2.01,3.48,5.83,4.01,12.4,2.01,3.29,1.89
1.47,1.83,4.89,3.62,4.11,5.6,3.61,3.76,18.44,13.63,1.47,1.83,3.76,3.4,1254789.63,1.86,1.83,3.62,5.6,3.76,13.63,1.83,3.4,1.86
1.31,1.57,4.88,3.78,4.02,5.18,3.46,3.43,16.5,13.99,1.31,1.57,3.55,3.43,1254789.63,1.74,1.57,3.78,5.18,3.43,13.99,1.57,3.43,1.74
1.36,1.65,5.1,3.95,4.21,5.53,3.38,3.12,17.08,13.44,1.36,1.65,3.42,3.03,1254789.63,1.89,1.65,3.95,5.53,3.12,13.44,1.65,3.03,1.89
1.22,1.64,4.38,3.63,4.08,5.9,2.96,2.74,18.85,13.47,1.22,1.64,3.46,2.86,1254789.63,1.99,1.64,3.63,5.9,2.74,13.47,1.64,2.86,1.99
1.14,1.56,4.13,3.39,4.12,5.99,3.03,2.69,21.52,14.84,1.14,1.56,3.75,2.91,1254789.63,1.95,1.56,3.39,5.99,2.69,14.84,1.56,2.91,1.95
1.67,1254789.63,4.18,1254789.63,4.15,1254789.63,2.29,1254789.63,19.11,1254789.63,1.67,1254789.63,1.89,1254789.63,1254789.63,1254789.63,1.67,4.18,4.15,2.29,19.11,1.67,1.89,
1.69,1254789.63,3.78,1254789.63,4.31,1254789.63,2.04,1254789.63,17.93,1254789.63,1.69,1254789.63,1.66,1254789.63,1254789.63,1254789.63,1.69,3.78,4.31,2.04,17.93,1.69,1.66,
1.78,1254789.63,4.17,1254789.63,4.09,1254789.63,2.22,1254789.63,14.43,1254789.63,1.78,1254789.63,1.77,1254789.63,1254789.63,1254789.63,1.78,4.17,4.09,2.22,14.43,1.78,1.77,
1.92,1254789.63,4.98,1254789.63,4.05,1254789.63,2.6,1254789.63,15.57,1254789.63,1.92,1254789.63,2.06,1254789.63,1254789.63,1254789.63,1.92,4.98,4.05,2.6,15.57,1.92,2.06,
1.61,1254789.63,5.09,1254789.63,3.96,1254789.63,2.51,1254789.63,18.93,1254789.63,1.61,1254789.63,2.29,1254789.63,1254789.63,1254789.63,1.61,5.09,3.96,2.51,18.93,1.61,2.29,
1.41,1254789.63,5.2,1254789.63,4.17,1254789.63,2.56,1254789.63,18.61,1254789.63,1.41,1254789.63,2.65,1254789.63,1254789.63,1254789.63,1.41,5.2,4.17,2.56,18.61,1.41,2.65,
1.38,1254789.63,5.39,1254789.63,4.04,1254789.63,2.81,1254789.63,17.46,1254789.63,1.38,1254789.63,2.74,1254789.63,1254789.63,1254789.63,1.38,5.39,4.04,2.81,17.46,1.38,2.74,
1.39,1254789.63,5.28,1254789.63,8.23,1254789.63,3.07,1254789.63,18.77,1254789.63,1.39,1254789.63,2.74,1254789.63,1254789.63,1254789.63,1.39,5.28,8.23,3.07,18.77,1.39,2.74,
1.38,1254789.63,4.99,1254789.63,9.07,1254789.63,3.33,1254789.63,18.32,1254789.63,1.38,1254789.63,2.97,1254789.63,1254789.63,1254789.63,1.38,4.99,9.07,3.33,18.32,1.38,2.97,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.2,1254789.63,7.13,1254789.63,7.14,1254789.63,1.46,1254789.63,17.59,1254789.63,0.2,1254789.63,8.1,1254789.63,1254789.63,1254789.63,0.2,7.13,7.14,1.46,17.59,0.2,8.1,
0.16,1254789.63,8.42,1254789.63,6.83,1254789.63,1.04,1254789.63,17.32,1254789.63,0.16,1254789.63,0.34,1254789.63,1254789.63,1254789.63,0.16,8.42,6.83,1.04,17.32,0.16,0.34,
0.2,1254789.63,11.54,1254789.63,7.59,1254789.63,0.75,1254789.63,14.54,1254789.63,0.2,1254789.63,0.17,1254789.63,1254789.63,1254789.63,0.2,11.54,7.59,0.75,14.54,0.2,0.17,
0.24,0.24,6.42,6.42,7.79,7.79,0.65,0.64,11.57,11.57,0.24,0.24,0.27,0.27,1254789.63,0.44,0.24,6.42,7.79,0.64,11.57,0.24,0.27,0.44
1.71,1.8,5.37,5.43,1254789.63,1254789.63,9.44,5.29,6.28,6.33,1.71,1.8,1.42,1.37,1254789.63,1.17,1.8,5.43,,5.29,6.33,1.8,1.37,1.17
1.97,2.15,7.13,7.28,1254789.63,1254789.63,11.26,6.51,6.86,7.07,1.97,2.15,1.72,1.68,1254789.63,1.42,2.15,7.28,,6.51,7.07,2.15,1.68,1.42
1.73,2.01,7.53,8.52,1254789.63,1254789.63,10.97,6.75,6.16,6.31,1.73,2.01,1.64,1.64,1254789.63,1.38,2.01,8.52,,6.75,6.31,2.01,1.64,1.38
1.66,1.99,7.76,9.24,50.16,62.54,11.51,6.77,6.02,5.99,1.66,1.99,1.49,1.54,1254789.63,1.39,1.99,9.24,62.54,6.77,5.99,1.99,1.54,1.39
1.8,2.05,8.76,9.91,23.77,31.31,12.17,6.0,6.2,6.21,1.8,2.05,1.45,1.42,1254789.63,1.4,2.05,9.91,31.31,6.0,6.21,2.05,1.42,1.4
1.88,1.98,9.67,10.26,29.38,31.28,12.18,5.19,6.04,6.16,1.88,1.98,1.49,1.36,1254789.63,1.44,1.98,10.26,31.28,5.19,6.16,1.98,1.36,1.44
2.42,2.28,13.76,13.75,45.71,36.68,14.78,6.11,7.84,7.62,2.42,2.28,1.88,1.65,1254789.63,1.87,2.28,13.75,36.68,6.11,7.62,2.28,1.65,1.87
1.9,1.87,10.44,11.14,39.14,34.76,11.68,5.31,7.73,7.75,1.9,1.87,1.69,1.52,1254789.63,1.68,1.87,11.14,34.76,5.31,7.75,1.87,1.52,1.68
1.39,1.52,6.34,7.59,15.48,15.56,9.4,4.75,7.55,7.81,1.39,1.52,1.53,1.44,1254789.63,1.48,1.52,7.59,15.56,4.75,7.81,1.52,1.44,1.48
5.21,1254789.63,7.98,1254789.63,39.5,1254789.63,393.4,1254789.63,3.5,1254789.63,5.21,1254789.63,0.91,1254789.63,1254789.63,1254789.63,5.21,7.98,39.5,393.4,3.5,5.21,0.91,
8.65,1254789.63,27.47,1254789.63,140.44,1254789.63,343.95,1254789.63,2.84,1254789.63,8.65,1254789.63,0.94,1254789.63,1254789.63,1254789.63,8.65,27.47,140.44,343.95,2.84,8.65,0.94,
8.33,1254789.63,77.95,1254789.63,252.24,1254789.63,421.12,1254789.63,3.6,1254789.63,8.33,1254789.63,1.15,1254789.63,1254789.63,1254789.63,8.33,77.95,252.24,421.12,3.6,8.33,1.15,
6.7,1254789.63,82.16,1254789.63,157.54,1254789.63,543.98,1254789.63,5.48,1254789.63,6.7,1254789.63,1.6,1254789.63,1254789.63,1254789.63,6.7,82.16,157.54,543.98,5.48,6.7,1.6,
5.49,1254789.63,99.0,1254789.63,131.91,1254789.63,567.43,1254789.63,5.73,1254789.63,5.49,1254789.63,1.72,1254789.63,1254789.63,1254789.63,5.49,99.0,131.91,567.43,5.73,5.49,1.72,
4.13,1254789.63,167.21,1254789.63,251.88,1254789.63,527.2,1254789.63,5.39,1254789.63,4.13,1254789.63,1.81,1254789.63,1254789.63,1254789.63,4.13,167.21,251.88,527.2,5.39,4.13,1.81,
2.96,1254789.63,309.05,1254789.63,508.36,1254789.63,238.82,1254789.63,5.53,1254789.63,2.96,1254789.63,1.85,1254789.63,1254789.63,1254789.63,2.96,309.05,508.36,238.82,5.53,2.96,1.85,
2.8,1254789.63,1131.4,1254789.63,611.9,1254789.63,224.62,1254789.63,6.21,1254789.63,2.8,1254789.63,2.2,1254789.63,1254789.63,1254789.63,2.8,1131.4,611.9,224.62,6.21,2.8,2.2,
3.1,1254789.63,1111.34,1254789.63,52.98,1254789.63,379.05,1254789.63,9.0,1254789.63,3.1,1254789.63,3.11,1254789.63,1254789.63,1254789.63,3.1,1111.34,52.98,379.05,9.0,3.1,3.11,
2.64,2.62,9.5,7.23,4.57,4.63,5.81,4.31,17.5,14.57,2.64,2.62,4.2,3.58,1254789.63,2.48,2.62,7.23,4.63,4.31,14.57,2.62,3.58,2.48
2.52,2.4,9.3,7.13,4.81,4.98,4.7,3.33,18.66,16.08,2.52,2.4,3.41,2.86,1254789.63,2.29,2.4,7.13,4.98,3.33,16.08,2.4,2.86,2.29
2.29,2.3,9.17,7.43,4.9,5.18,4.22,3.22,18.44,15.3,2.29,2.3,3.32,2.81,1254789.63,2.21,2.3,7.43,5.18,3.22,15.3,2.3,2.81,2.21
1.33,1.96,7.82,7.5,4.37,4.29,3.54,2.97,15.93,10.04,1.33,1.96,3.12,2.51,1254789.63,1.86,1.96,7.5,4.29,2.97,10.04,1.96,2.51,1.86
0.51,1.92,6.54,8.0,6.06,4.49,4.43,2.78,28.84,10.38,0.51,1.92,6.75,2.5,1254789.63,1.9,1.92,8.0,4.49,2.78,10.38,1.92,2.5,1.9
0.4,1.82,5.49,6.87,5.04,4.36,3.95,2.42,24.35,10.53,0.4,1.82,6.03,2.31,1254789.63,1.84,1.82,6.87,4.36,2.42,10.53,1.82,2.31,1.84
0.5,1.97,5.29,6.92,7.42,4.81,4.8,2.74,29.96,9.83,0.5,1.97,7.14,2.63,1254789.63,2.02,1.97,6.92,4.81,2.74,9.83,1.97,2.63,2.02
0.49,2.03,4.33,6.66,6.78,4.95,4.65,2.93,28.52,10.59,0.49,2.03,7.22,2.95,1254789.63,2.17,2.03,6.66,4.95,2.93,10.59,2.03,2.95,2.17
0.44,1.86,4.05,6.49,6.43,4.72,4.33,2.66,25.61,10.47,0.44,1.86,7.23,2.96,1254789.63,2.09,1.86,6.49,4.72,2.66,10.47,1.86,2.96,2.09
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.69,2.37,8.67,7.1,4.75,4.63,3.55,2.34,17.81,15.18,1.69,2.37,2.89,1.78,1254789.63,1.86,2.37,7.1,4.63,2.34,15.18,2.37,1.78,1.86
1.9,2.84,10.42,8.31,5.8,5.32,4.54,3.25,18.58,12.22,1.9,2.84,4.42,2.55,1254789.63,2.44,2.84,8.31,5.32,3.25,12.22,2.84,2.55,2.44
1.75,2.77,9.77,8.03,4.97,5.01,4.45,3.79,18.55,11.57,1.75,2.77,5.22,3.28,1254789.63,2.67,2.77,8.03,5.01,3.79,11.57,2.77,3.28,2.67
1.44,2.17,9.41,7.37,4.83,4.61,3.65,3.22,20.28,10.62,1.44,2.17,5.13,3.37,1254789.63,2.34,2.17,7.37,4.61,3.22,10.62,2.17,3.37,2.34
1.02,1.04,1063.21,91.18,3.53,3.64,3.5,3.65,4.11,4.18,1.02,1.04,2.71,2.62,1254789.63,1.12,1.04,91.18,3.64,3.65,4.18,1.04,2.62,1.12
0.99,1.02,471.42,138.39,4.79,4.91,3.77,3.9,3.18,3.27,0.99,1.02,2.51,2.48,1254789.63,1.03,1.02,138.39,4.91,3.9,3.27,1.02,2.48,1.03
1.33,1.35,387.08,306.65,6.62,6.52,5.84,5.88,2.94,2.94,1.33,1.35,2.37,2.34,1254789.63,1.14,1.35,306.65,6.52,5.88,2.94,1.35,2.34,1.14
1.36,1.4,427.61,202.65,6.11,6.15,6.73,6.83,3.63,3.75,1.36,1.4,2.32,2.31,1254789.63,1.14,1.4,202.65,6.15,6.83,3.75,1.4,2.31,1.14
1.32,1.41,445.33,150.86,4.6,4.51,7.17,7.37,5.16,5.47,1.32,1.41,2.54,2.49,1254789.63,1.26,1.41,150.86,4.51,7.37,5.47,1.41,2.49,1.26
1.48,1.62,575.34,264.33,3.45,3.36,5.85,6.13,4.33,4.33,1.48,1.62,2.38,2.27,1254789.63,1.38,1.62,264.33,3.36,6.13,4.33,1.62,2.27,1.38
1.6,1.75,607.56,515.65,3.27,3.26,5.57,5.76,4.21,4.22,1.6,1.75,2.29,2.23,1254789.63,1.43,1.75,515.65,3.26,5.76,4.22,1.75,2.23,1.43
2.05,2.23,492.04,427.81,4.32,4.39,4.34,4.39,6.43,6.59,2.05,2.23,1.75,1.77,1254789.63,1.47,2.23,427.81,4.39,4.39,6.59,2.23,1.77,1.47
2.71,2.88,101.11,98.45,5.23,5.25,4.37,4.17,9.21,9.57,2.71,2.88,1.91,1.88,1254789.63,1.69,2.88,98.45,5.25,4.17,9.57,2.88,1.88,1.69
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
2.49,2.47,8.98,6.97,3.97,3.97,2.36,2.23,6.94,6.79,2.49,2.47,1.74,1.68,1254789.63,2.17,2.47,6.97,3.97,2.23,6.79,2.47,1.68,2.17
1.92,2.31,6.88,5.67,3.46,3.45,1.84,1.85,5.5,4.91,1.92,2.31,1.12,1.14,1254789.63,1.66,2.31,5.67,3.45,1.85,4.91,2.31,1.14,1.66
2.12,3.78,7.46,7.4,3.64,4.64,2.16,2.85,6.58,6.78,2.12,3.78,1.11,1.53,1254789.63,2.18,3.78,7.4,4.64,2.85,6.78,3.78,1.53,2.18
1.89,3.91,8.66,10.2,3.37,5.12,2.16,3.15,7.91,7.8,1.89,3.91,1.1,1.76,1254789.63,2.4,3.91,10.2,5.12,3.15,7.8,3.91,1.76,2.4
1.6,3.6,9.66,10.12,3.2,5.1,1.89,2.63,7.3,5.94,1.6,3.6,0.99,1.59,1254789.63,2.33,3.6,10.12,5.1,2.63,5.94,3.6,1.59,2.33
1.28,3.85,8.65,9.74,2.92,5.79,1.52,2.5,6.18,5.66,1.28,3.85,0.78,1.55,1254789.63,2.32,3.85,9.74,5.79,2.5,5.66,3.85,1.55,2.32
1.42,3.77,8.92,8.81,3.26,4.88,1.89,2.42,7.14,5.66,1.42,3.77,0.95,1.38,1254789.63,1.94,3.77,8.81,4.88,2.42,5.66,3.77,1.38,1.94
1.23,1254789.63,2.75,1254789.63,4.96,1254789.63,2.19,1254789.63,7.64,1254789.63,1.23,1254789.63,2.42,1254789.63,1254789.63,1254789.63,1.23,2.75,4.96,2.19,7.64,1.23,2.42,
0.87,1254789.63,1.94,1254789.63,3.51,1254789.63,1.61,1254789.63,6.34,1254789.63,0.87,1254789.63,2.29,1254789.63,1254789.63,1254789.63,0.87,1.94,3.51,1.61,6.34,0.87,2.29,
0.83,1254789.63,2.15,1254789.63,3.79,1254789.63,1.43,1254789.63,8.32,1254789.63,0.83,1254789.63,2.79,1254789.63,1254789.63,1254789.63,0.83,2.15,3.79,1.43,8.32,0.83,2.79,
0.83,1254789.63,2.18,1254789.63,3.89,1254789.63,1.39,1254789.63,8.08,1254789.63,0.83,1254789.63,2.62,1254789.63,1254789.63,1254789.63,0.83,2.18,3.89,1.39,8.08,0.83,2.62,
0.72,1254789.63,1.79,1254789.63,3.16,1254789.63,1.28,1254789.63,7.38,1254789.63,0.72,1254789.63,2.39,1254789.63,1254789.63,1254789.63,0.72,1.79,3.16,1.28,7.38,0.72,2.39,
0.68,1254789.63,1.69,1254789.63,2.89,1254789.63,1.23,1254789.63,7.66,1254789.63,0.68,1254789.63,2.52,1254789.63,1254789.63,1254789.63,0.68,1.69,2.89,1.23,7.66,0.68,2.52,
0.69,1254789.63,1.99,1254789.63,3.04,1254789.63,1.27,1254789.63,7.76,1254789.63,0.69,1254789.63,2.51,1254789.63,1254789.63,1254789.63,0.69,1.99,3.04,1.27,7.76,0.69,2.51,
0.82,1254789.63,2.32,1254789.63,3.24,1254789.63,1.47,1254789.63,8.37,1254789.63,0.82,1254789.63,2.83,1254789.63,1254789.63,1254789.63,0.82,2.32,3.24,1.47,8.37,0.82,2.83,
0.84,1254789.63,2.14,1254789.63,2.9,1254789.63,1.5,1254789.63,7.82,1254789.63,0.84,1254789.63,2.69,1254789.63,1254789.63,1254789.63,0.84,2.14,2.9,1.5,7.82,0.84,2.69,
0.53,0.57,23.16,22.31,9.32,9.65,0.57,0.59,48.52,50.23,0.53,0.57,0.58,0.59,1254789.63,0.94,0.57,22.31,9.65,0.59,50.23,0.57,0.59,0.94
1.71,1.72,34.43,34.43,2.34,2.34,8.53,8.39,13.34,13.35,1.71,1.72,0.79,0.79,1254789.63,0.71,1.72,34.43,2.34,8.39,13.35,1.72,0.79,0.71
1.48,1.48,60.5,60.5,1.77,1.78,41.51,41.62,9.3,9.41,1.48,1.48,1.38,1.39,1254789.63,0.93,1.48,60.5,1.78,41.62,9.41,1.48,1.39,0.93
1.05,1.06,1254789.63,1254789.63,1.57,1.58,29.97,30.31,8.49,9.1,1.05,1.06,2.18,2.23,1254789.63,1.14,1.06,,1.58,30.31,9.1,1.06,2.23,1.14
1.19,1.2,1254789.63,1254789.63,2.02,2.04,42.29,42.83,10.94,12.75,1.19,1.2,2.33,2.41,1254789.63,1.31,1.2,,2.04,42.83,12.75,1.2,2.41,1.31
1.45,1.45,1254789.63,1254789.63,4.13,4.12,34.23,34.24,17.88,20.12,1.45,1.45,3.42,3.46,1254789.63,1.75,1.45,,4.12,34.24,20.12,1.45,3.46,1.75
1.49,1.5,1254789.63,1254789.63,4.99,5.03,30.1,30.34,16.02,16.84,1.49,1.5,4.82,4.96,1254789.63,1.88,1.5,,5.03,30.34,16.84,1.5,4.96,1.88
1.39,1.36,1254789.63,1254789.63,3.04,3.05,29.77,29.49,7.38,7.68,1.39,1.36,4.13,4.28,1254789.63,1.44,1.36,,3.05,29.49,7.68,1.36,4.28,1.44
1.38,1.41,1254789.63,1254789.63,2.68,2.78,13.48,13.38,5.86,6.4,1.38,1.41,1.6,1.72,1254789.63,1.03,1.41,,2.78,13.38,6.4,1.41,1.72,1.03
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.92,1.01,3.46,3.15,8.38,8.88,0.73,0.63,57.72,56.84,0.92,1.01,0.79,0.76,1254789.63,1.72,1.01,3.15,8.88,0.63,56.84,1.01,0.76,1.72
1.1,1.26,3.47,3.14,8.44,9.88,0.73,0.63,29.22,30.85,1.1,1.26,0.74,0.73,1254789.63,2.1,1.26,3.14,9.88,0.63,30.85,1.26,0.73,2.1
1.08,1.33,4.09,3.64,9.32,11.05,0.69,0.62,29.03,32.07,1.08,1.33,0.7,0.72,1254789.63,2.29,1.33,3.64,11.05,0.62,32.07,1.33,0.72,2.29
1.12,1.41,4.25,3.47,11.64,13.28,0.74,0.66,39.1,40.3,1.12,1.41,0.76,0.77,1254789.63,2.45,1.41,3.47,13.28,0.66,40.3,1.41,0.77,2.45
1.39,1.78,4.68,3.95,14.71,15.65,1.04,0.95,50.02,52.88,1.39,1.78,1.04,1.09,1254789.63,2.87,1.78,3.95,15.65,0.95,52.88,1.78,1.09,2.87
1.34,1.59,5.03,4.56,17.88,15.93,1.44,1.33,70.98,74.84,1.34,1.59,1.36,1.43,1254789.63,1.98,1.59,4.56,15.93,1.33,74.84,1.59,1.43,1.98
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1.28,1254789.63,10.85,1254789.63,1.73,1254789.63,10.43,1254789.63,10.26,1254789.63,1.28,1254789.63,3.92,1254789.63,1.07,1.28,10.85,1.73,10.43,10.26,1.28,3.92,1.07
1254789.63,1.0,1254789.63,11.34,1254789.63,1.23,1254789.63,8.39,1254789.63,8.03,1254789.63,1.0,1254789.63,3.15,1254789.63,0.84,1.0,11.34,1.23,8.39,8.03,1.0,3.15,0.84
