회사명,거래소코드,회계년도,유동자산회전율,총자본투자효율,재고자산_대_유동자산비율,당좌자산구성비율,차입금의존도,총자본영업이익율,자기자본순이익율,매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부,회생기업2
HJ중공업,97230,2012-12,-0.7121292386646202,-0.1888475863051383,-0.8029726766682026,-0.3767453621797024,0.5444813528896444,0.0079078942244938,0.0773874757168642,0,1,0,0,0,0,0
HJ중공업,97230,2013-12,-0.7866352563568503,-0.3544796965038915,-0.1106653085308075,-0.287167518170333,1.0821992545777803,-0.2413515364934163,-0.0108370065360143,0,0,0,0,0,0,0
HJ중공업,97230,2014-12,-0.8445843812285846,-0.4035981843559356,0.0774488741232206,-0.3971555038527232,1.5295902483160493,-0.3979899765620484,-0.0880993070035891,0,0,0,0,0,0,0
HJ중공업,97230,2015-12,-0.5962309889211513,-0.3778966500147497,0.7379124621248241,-0.6511483780058721,1.7890527758498962,-0.2726792245071427,-0.0782965867532692,0,0,0,0,0,0,0
HJ중공업,97230,2016-12,-0.6459016673826381,-0.4201613953758109,0.2944583387523189,-0.3115462985019969,2.155816395377881,-0.2917482519937588,-0.2027805933729223,0,0,0,0,0,1,0
HJ중공업,97230,2017-12,-0.6624585602031337,-0.4275862830743757,0.8257777073143233,-0.5456959793619309,2.155816395377881,-0.4347659581433794,-0.2893185861203696,0,0,0,0,0,0,0
HJ중공업,97230,2018-12,-0.836305934818337,0.1549818286591699,0.3958866754811367,0.3500824607317637,2.155816395377881,0.1441152334146087,-0.8708412487119245,0,0,0,0,0,0,0
HJ중공업,97230,2019-12,-0.720407685074868,0.1098613572601992,0.266152756409393,0.0076456393288577,1.251941095020484,0.340253801848374,-0.8708412487119245,0,0,0,0,1,0,0
MH에탄올,23150,2011-12,-0.8031921491773458,-0.2887979976319721,-0.1265871985987033,-0.6239348557751776,-0.4491146345588957,-0.037040527708244,0.0058170773301204,0,0,0,0,0,0,0
MH에탄올,23150,2012-12,-0.5796740961006558,-0.0077945555016736,1.0421974723112777,-0.9000387167407659,2.155816395377881,0.4546679667680705,0.1160713287476963,0,0,0,0,0,0,0
MH에탄올,23150,2013-12,-0.5134465248186735,-0.0860414489403949,0.3221742214631006,-0.8008227502746921,2.155816395377881,0.212218903009666,0.281874328250418,0,0,0,0,1,0,0
MH에탄올,23150,2014-12,-0.4886111855879301,0.0938692914479059,0.0509123906767277,-0.7010398354288121,1.0961423343284311,1.009031837271838,0.1043713078037661,0,0,0,0,1,0,0
MH에탄올,23150,2015-12,0.0163740454371842,0.5290819396253192,-0.4391280036351762,-0.7860820923997325,0.4408175860478503,1.7377411019389524,0.2568932024512159,0,0,0,0,1,0,0
MH에탄올,23150,2016-12,0.3061196697958564,0.6890025977482535,0.2738188516272689,-1.0315707408557893,-0.5285295670517322,1.7922240376149985,0.2500418388354009,0,0,0,0,0,0,0
MH에탄올,23150,2017-12,-0.794913702767098,-0.4984082888145322,-0.9928559582186636,-1.2447433316628964,1.7223684813902629,0.2884950129561304,0.1620281677707012,0,0,0,0,0,0,0
MH에탄올,23150,2018-12,-0.5631172032801602,-0.4418649132639233,-0.0794112280271601,-1.5457929213399546,2.0309348984807487,-0.0629199221543658,-0.0191640484690817,0,0,0,0,0,0,0
MH에탄올,23150,2019-12,0.5296377228725465,-0.3750409239768402,0.0857046689732407,-1.5457929213399546,1.950913745129188,0.1413910866308063,0.0156197975804402,0,0,0,0,1,0,0
SH에너지화학,2360,2011-12,1.59755730979451,0.1144305189208545,-0.0817700265557372,-0.0173000893826125,0.6966427884293536,0.468288700687082,0.1386281258828409,0,0,0,0,0,0,0
SH에너지화학,2360,2012-12,1.5727219705637667,0.1389897628468765,0.2755879505237016,-0.1573363391947279,0.682093487819979,0.1877015819554454,0.1120659161722968,0,0,0,0,0,0,0
SH에너지화학,2360,2013-12,1.8873029341531824,0.4165663337316835,-0.1902747588702864,0.2752452745973538,0.5475124571832639,0.7189102047968933,0.1808957691127146,0,0,0,0,1,1,0
SH에너지화학,2360,2014-12,1.5892788633842625,1.253294062839178,-0.0245691622377413,0.234424991251312,-0.4642701560269943,1.7922240376149985,0.3379501043060111,0,0,0,1,0,0,0
SH에너지화학,2360,2015-12,1.1753565428718735,1.1384938761152148,-0.3548009562385429,0.6216507346589027,-0.6267373461650105,1.7922240376149985,0.2596337478975418,0,0,0,0,1,1,0
SH에너지화학,2360,2016-12,0.7614342223594844,1.2155984791387724,-0.5729898201319299,1.1664881276525991,-0.8146658123694325,1.7922240376149985,0.3028500414742207,0,0,0,0,0,0,0
SH에너지화학,2360,2017-12,0.1984998664626353,0.666727934652559,-0.0375425541449156,0.9164638921580937,-0.8158782540868804,1.4476194694640077,0.2070363564469009,0,0,0,0,0,0,0
SH에너지화학,2360,2018-12,0.140550741590901,0.2686397249679695,0.1470334307162467,0.798538629158417,-0.8146658123694325,0.1332186462793994,0.128825405632521,0,1,0,0,0,1,0
SH에너지화학,2360,2019-12,-0.2402577932804969,-0.0266423473518766,-0.2008893522488836,0.926668962994604,-0.5800583400432671,-0.4456625452785885,0.0768604477464169,0,1,0,0,0,1,0
SNT에너지,100840,2011-12,-0.4058267214854525,-0.6606135277677939,-0.7581555046252366,0.5241356133322475,-0.9880449779644798,-0.0983338303437957,0.0820253218568005,0,0,0,0,1,0,0
SNT에너지,100840,2012-12,-0.3727129358444613,-0.6606135277677939,-0.7475409112466395,0.647163411750179,-0.9880449779644798,-0.0983338303437957,0.1644524964347588,0,1,0,0,0,0,0
SNT에너지,100840,2013-12,-0.6459016673826381,-0.6606135277677939,-0.8047417755646354,0.8319885835669792,-0.9880449779644798,-0.0983338303437957,0.1981822865433862,0,0,0,0,1,0,1
SNT에너지,100840,2014-12,-0.4720542927674347,-0.6606135277677939,-0.7693597976359781,0.7015904562115677,-0.9880449779644798,-0.0983338303437957,0.1671930418810847,0,0,0,0,1,0,0
SNT에너지,100840,2015-12,-0.3975482750752047,-0.6606135277677939,-1.040621628422351,0.9663553495810332,-0.9880449779644798,-0.0983338303437957,0.2384472234855602,0,0,0,0,0,0,0
SNT에너지,100840,2016-12,-0.5548387568699125,-0.6606135277677939,-1.1945332324120104,1.1971033401621305,-0.9880449779644798,-0.0983338303437957,0.1162821399358752,0,0,0,0,1,0,0
