,회사명,거래소코드,회계년도,부실징후기업,한계기업
25490,세원이앤씨(주),91090,2014/12,1.0,1
25491,세원이앤씨(주),91090,2015/12,1.0,1
25492,세원이앤씨(주),91090,2016/12,1.0,1
25493,세원이앤씨(주),91090,2017/12,1.0,1
25494,세원이앤씨(주),91090,2018/12,1.0,1
25495,세원이앤씨(주),91090,2019/12,1.0,1
25517,세종텔레콤(주),36630,2001/12,1.0,1
25518,세종텔레콤(주),36630,2002/12,1.0,1
25519,세종텔레콤(주),36630,2003/12,1.0,1
25520,세종텔레콤(주),36630,2004/12,1.0,1
25521,세종텔레콤(주),36630,2005/12,1.0,1
25522,세종텔레콤(주),36630,2006/12,1.0,1
25523,세종텔레콤(주),36630,2007/12,1.0,1
25524,세종텔레콤(주),36630,2008/12,1.0,1
25525,세종텔레콤(주),36630,2009/12,1.0,1
25526,세종텔레콤(주),36630,2010/12,1.0,1
25527,세종텔레콤(주),36630,2011/12,1.0,1
25528,세종텔레콤(주),36630,2012/12,1.0,1
25529,세종텔레콤(주),36630,2013/12,1.0,1
25541,세하(주),27970,2005/12,1.0,1
25542,세하(주),27970,2006/12,1.0,1
25543,세하(주),27970,2007/12,1.0,1
25544,세하(주),27970,2008/12,1.0,1
25545,세하(주),27970,2009/12,1.0,1
25546,세하(주),27970,2010/12,1.0,1
25547,세하(주),27970,2011/12,1.0,1
25548,세하(주),27970,2012/12,1.0,1
25549,세하(주),27970,2013/12,1.0,1
25550,세하(주),27970,2014/12,1.0,1
25551,세하(주),27970,2015/12,1.0,1
25559,소니드(주),60230,2004/12,1.0,1
25560,소니드(주),60230,2005/12,1.0,1
25561,소니드(주),60230,2006/12,1.0,1
25562,소니드(주),60230,2007/12,1.0,1
25563,소니드(주),60230,2008/12,1.0,1
25564,소니드(주),60230,2009/12,1.0,1
25565,소니드(주),60230,2010/12,1.0,1
25566,소니드(주),60230,2011/12,1.0,1
25567,소니드(주),60230,2012/12,1.0,1
25569,소니드(주),60230,2014/12,1.0,1
25570,소니드(주),60230,2015/12,1.0,1
25571,소니드(주),60230,2016/12,1.0,1
25572,소니드(주),60230,2017/12,1.0,1
25573,소니드(주),60230,2018/12,1.0,1
25606,송원산업(주),4430,2006/12,1.0,1
25608,송원산업(주),4430,2008/12,1.0,1
25624,시그네틱스(주),33170,2000/12,1.0,1
25625,시그네틱스(주),33170,2001/12,1.0,1
25626,시그네틱스(주),33170,2002/12,1.0,1
25627,시그네틱스(주),33170,2003/12,1.0,1
25667,신라교역(주),4970,2003/12,1.0,1
25669,신라교역(주),4970,2005/12,1.0,1
25683,신라교역(주),4970,2019/12,1.0,1
25684,신라섬유(주),1000,2000/12,1.0,1
25685,신라섬유(주),1000,2001/12,1.0,1
25686,신라섬유(주),1000,2002/12,1.0,1
25687,신라섬유(주),1000,2003/12,1.0,1
25688,신라섬유(주),1000,2004/12,1.0,1
25689,신라섬유(주),1000,2005/12,1.0,1
25690,신라섬유(주),1000,2006/12,1.0,1
25691,신라섬유(주),1000,2007/12,1.0,1
25692,신라섬유(주),1000,2008/12,1.0,1
25693,신라섬유(주),1000,2009/12,1.0,1
25694,신라섬유(주),1000,2010/12,1.0,1
25711,신라에스지(주),25870,2007/12,1.0,1
25713,신라에스지(주),25870,2009/12,1.0,1
25725,신라젠(주),215600,2012/12,1.0,1
25726,신라젠(주),215600,2013/12,1.0,1
25727,신라젠(주),215600,2014/12,1.0,1
25728,신라젠(주),215600,2015/12,1.0,1
25729,신라젠(주),215600,2016/12,1.0,1
25730,신라젠(주),215600,2017/12,1.0,1
25731,신라젠(주),215600,2018/12,1.0,1
25732,신라젠(주),215600,2019/12,1.0,1
25805,신송홀딩스(주),6880,2016/12,1.0,1
25806,신송홀딩스(주),6880,2017/12,1.0,1
25807,신송홀딩스(주),6880,2018/12,1.0,1
25808,신송홀딩스(주),6880,2019/12,1.0,1
25829,신원종합개발(주),17000,2000/12,1.0,1
25830,신원종합개발(주),17000,2001/12,1.0,1
25831,신원종합개발(주),17000,2002/12,1.0,1
25832,신원종합개발(주),17000,2003/12,1.0,1
25837,신원종합개발(주),17000,2008/12,1.0,1
25838,신원종합개발(주),17000,2009/12,1.0,1
25839,신원종합개발(주),17000,2010/12,1.0,1
25840,신원종합개발(주),17000,2011/12,1.0,1
25852,신일전자(주),2700,2003/03,1.0,1
25853,신일전자(주),2700,2004/03,1.0,1
25854,신일전자(주),2700,2005/12,1.0,1
25855,신일전자(주),2700,2006/12,1.0,1
25856,신일전자(주),2700,2007/12,1.0,1
25857,신일전자(주),2700,2008/12,1.0,1
25858,신일전자(주),2700,2009/12,1.0,1
25912,신풍제지(주),2870,2003/12,1.0,1
25913,신풍제지(주),2870,2004/12,1.0,1
25914,신풍제지(주),2870,2005/12,1.0,1
25915,신풍제지(주),2870,2006/12,1.0,1
25916,신풍제지(주),2870,2007/12,1.0,1
25917,신풍제지(주),2870,2008/12,1.0,1
25918,신풍제지(주),2870,2009/12,1.0,1
25920,신풍제지(주),2870,2011/12,1.0,1
25921,신풍제지(주),2870,2012/12,1.0,1
25922,신풍제지(주),2870,2013/12,1.0,1
25923,신풍제지(주),2870,2014/12,1.0,1
25924,신풍제지(주),2870,2015/12,1.0,1
25960,쌍용씨앤이(주),3410,2000/12,1.0,1
25962,쌍용씨앤이(주),3410,2002/12,1.0,1
25965,쌍용씨앤이(주),3410,2005/12,1.0,1
25966,쌍용씨앤이(주),3410,2006/12,1.0,1
25967,쌍용씨앤이(주),3410,2007/12,1.0,1
25968,쌍용씨앤이(주),3410,2008/12,1.0,1
25969,쌍용씨앤이(주),3410,2009/12,1.0,1
25984,쌍용자동차(주),3620,2004/12,1.0,1
25986,쌍용자동차(주),3620,2006/12,1.0,1
25988,쌍용자동차(주),3620,2008/12,1.0,1
25989,쌍용자동차(주),3620,2009/12,1.0,1
25990,쌍용자동차(주),3620,2010/12,1.0,1
25991,쌍용자동차(주),3620,2011/12,1.0,1
25992,쌍용자동차(주),3620,2012/12,1.0,1
25993,쌍용자동차(주),3620,2013/12,1.0,1
25994,쌍용자동차(주),3620,2014/12,1.0,1
25995,쌍용자동차(주),3620,2015/12,1.0,1
25997,쌍용자동차(주),3620,2017/12,1.0,1
25999,쌍용자동차(주),3620,2019/12,1.0,1
26002,쌍용정보통신(주),10280,2002/12,1.0,1
26003,쌍용정보통신(주),10280,2003/12,1.0,1
26004,쌍용정보통신(주),10280,2004/12,1.0,1
26005,쌍용정보통신(주),10280,2005/12,1.0,1
26014,쌍용정보통신(주),10280,2014/12,1.0,1
26015,쌍용정보통신(주),10280,2015/12,1.0,1
26016,쌍용정보통신(주),10280,2016/12,1.0,1
26017,쌍용정보통신(주),10280,2017/12,1.0,1
26021,써니전자(주),4770,2001/12,1.0,1
26022,써니전자(주),4770,2002/12,1.0,1
26023,써니전자(주),4770,2003/12,1.0,1
26024,써니전자(주),4770,2004/12,1.0,1
26030,써니전자(주),4770,2010/12,1.0,1
26031,써니전자(주),4770,2011/12,1.0,1
26032,써니전자(주),4770,2012/12,1.0,1
26033,써니전자(주),4770,2013/12,1.0,1
26034,써니전자(주),4770,2014/12,1.0,1
26047,씨비아이(주),13720,2007/12,1.0,1
26049,씨비아이(주),13720,2009/12,1.0,1
26056,씨비아이(주),13720,2016/12,1.0,1
26058,씨비아이(주),13720,2018/12,1.0,1
26083,씨앤티85(주),56730,2005/12,1.0,1
26084,씨앤티85(주),56730,2006/12,1.0,1
26085,씨앤티85(주),56730,2007/12,1.0,1
26086,씨앤티85(주),56730,2008/12,1.0,1
26087,씨앤티85(주),56730,2009/12,1.0,1
26090,씨앤티85(주),56730,2012/12,1.0,1
26092,씨앤티85(주),56730,2014/12,1.0,1
26094,씨앤티85(주),56730,2016/12,1.0,1
26095,씨앤티85(주),56730,2017/12,1.0,1
26096,씨앤티85(주),56730,2018/12,1.0,1
26097,씨앤티85(주),56730,2019/12,1.0,1
26099,씨에스베어링(주),297090,2009/12,1.0,1
26101,씨에스베어링(주),297090,2011/12,1.0,1
26127,씨유테크(주),376290,2009/12,1.0,1
26129,씨유테크(주),376290,2011/12,1.0,1
26180,씨제이바이오사이언스(주),311690,2017/12,1.0,1
26182,씨제이바이오사이언스(주),311690,2019/12,1.0,1
26202,씨제이씨지브이(주),79160,2019/12,1.0,1
26203,씨제이씨푸드(주),11150,2000/12,1.0,1
26204,씨제이씨푸드(주),11150,2001/12,1.0,1
26205,씨제이씨푸드(주),11150,2002/12,1.0,1
26206,씨제이씨푸드(주),11150,2003/12,1.0,1
26207,씨제이씨푸드(주),11150,2004/12,1.0,1
26208,씨제이씨푸드(주),11150,2005/12,1.0,1
26209,씨제이씨푸드(주),11150,2006/12,1.0,1
26281,아남전자(주),8700,2000/12,1.0,1
26282,아남전자(주),8700,2001/12,1.0,1
26283,아남전자(주),8700,2002/12,1.0,1
26284,아남전자(주),8700,2003/12,1.0,1
26285,아남전자(주),8700,2004/12,1.0,1
26286,아남전자(주),8700,2005/12,1.0,1
26291,아남전자(주),8700,2010/12,1.0,1
26292,아남전자(주),8700,2011/12,1.0,1
26293,아남전자(주),8700,2012/12,1.0,1
26294,아남전자(주),8700,2013/12,1.0,1
26295,아남전자(주),8700,2014/12,1.0,1
26296,아남전자(주),8700,2015/12,1.0,1
26412,아시아나항공(주),20560,2013/12,1.0,1
26414,아시아나항공(주),20560,2015/12,1.0,1
26456,아이진(주),185490,2012/12,1.0,1
26457,아이진(주),185490,2013/12,1.0,1
26458,아이진(주),185490,2014/12,1.0,1
26459,아이진(주),185490,2015/12,1.0,1
26460,아이진(주),185490,2016/12,1.0,1
26461,아이진(주),185490,2017/12,1.0,1
26462,아이진(주),185490,2018/12,1.0,1
26463,아이진(주),185490,2019/12,1.0,1
26466,아이큐어(주),175250,2015/12,1.0,1
26467,아이큐어(주),175250,2016/12,1.0,1
26468,아이큐어(주),175250,2017/12,1.0,1
26469,아이큐어(주),175250,2018/12,1.0,1
26470,아이큐어(주),175250,2019/12,1.0,1
26633,애니젠(주),196300,2010/12,1.0,1
26635,애니젠(주),196300,2012/12,1.0,1
26637,애니젠(주),196300,2014/12,1.0,1
26639,애니젠(주),196300,2016/12,1.0,1
26645,애머릿지코퍼레이션,900100,2010/12,1.0,1
26646,애머릿지코퍼레이션,900100,2011/12,1.0,1
26647,애머릿지코퍼레이션,900100,2012/12,1.0,1
26648,애머릿지코퍼레이션,900100,2013/12,1.0,1
26649,애머릿지코퍼레이션,900100,2014/12,1.0,1
26650,애머릿지코퍼레이션,900100,2015/12,1.0,1
26651,애머릿지코퍼레이션,900100,2016/12,1.0,1
26652,애머릿지코퍼레이션,900100,2017/12,1.0,1
26653,애머릿지코퍼레이션,900100,2018/12,1.0,1
26654,애머릿지코퍼레이션,900100,2019/12,1.0,1
26656,앱클론(주),174900,2014/12,1.0,1
26657,앱클론(주),174900,2015/12,1.0,1
26658,앱클론(주),174900,2016/12,1.0,1
26659,앱클론(주),174900,2017/12,1.0,1
26660,앱클론(주),174900,2018/12,1.0,1
26683,에스넷시스템(주),38680,2002/12,1.0,1
26685,에스넷시스템(주),38680,2004/12,1.0,1
26717,에스디엔(주),99220,2012/12,1.0,1
26719,에스디엔(주),99220,2014/12,1.0,1
26735,에스맥(주),97780,2014/12,1.0,1
26737,에스맥(주),97780,2016/12,1.0,1
26749,에스비더블유생명과학(주),151910,2015/12,1.0,1
26750,에스비더블유생명과학(주),151910,2016/12,1.0,1
26751,에스비더블유생명과학(주),151910,2017/12,1.0,1
26752,에스비더블유생명과학(주),151910,2018/12,1.0,1
26753,에스비더블유생명과학(주),151910,2019/12,1.0,1
26761,에스씨아이평가정보(주),36120,2000/12,1.0,1
26762,에스씨아이평가정보(주),36120,2001/12,1.0,1
26763,에스씨아이평가정보(주),36120,2002/12,1.0,1
26764,에스씨아이평가정보(주),36120,2003/12,1.0,1
26765,에스씨아이평가정보(주),36120,2004/12,1.0,1
26782,에스씨엠생명과학(주),298060,2016/12,1.0,1
26783,에스씨엠생명과학(주),298060,2017/12,1.0,1
26784,에스씨엠생명과학(주),298060,2018/12,1.0,1
26785,에스씨엠생명과학(주),298060,2019/12,1.0,1
26868,에스지씨에너지(주),5090,2016/12,1.0,1
26869,에스지씨에너지(주),5090,2017/12,1.0,1
26870,에스지씨에너지(주),5090,2018/12,1.0,1
26871,에스지씨에너지(주),5090,2019/12,1.0,1
26872,에스지씨이테크건설(주),16250,2000/12,1.0,1
26873,에스지씨이테크건설(주),16250,2001/12,1.0,1
26909,에스지에이(주),49470,2017/12,1.0,1
26911,에스지에이(주),49470,2019/12,1.0,1
27045,에스케이바이오팜(주),326030,2014/12,1.0,1
27046,에스케이바이오팜(주),326030,2015/12,1.0,1
27047,에스케이바이오팜(주),326030,2016/12,1.0,1
27048,에스케이바이오팜(주),326030,2017/12,1.0,1
27049,에스케이바이오팜(주),326030,2018/12,1.0,1
27050,에스케이바이오팜(주),326030,2019/12,1.0,1
27051,에스케이씨(주),11790,2000/12,1.0,1
27052,에스케이씨(주),11790,2001/12,1.0,1
27096,에스케이하이닉스(주),660,2001/12,1.0,1
27098,에스케이하이닉스(주),660,2003/12,1.0,1
27185,에쓰씨엔지니어링(주),23960,2011/12,1.0,1
27186,에쓰씨엔지니어링(주),23960,2012/12,1.0,1
27187,에쓰씨엔지니어링(주),23960,2013/12,1.0,1
27188,에쓰씨엔지니어링(주),23960,2014/12,1.0,1
27189,에쓰씨엔지니어링(주),23960,2015/12,1.0,1
27190,에쓰씨엔지니어링(주),23960,2016/12,1.0,1
27191,에쓰씨엔지니어링(주),23960,2017/12,1.0,1
27192,에쓰씨엔지니어링(주),23960,2018/12,1.0,1
27193,에쓰씨엔지니어링(주),23960,2019/12,1.0,1
27212,에이비온(주),203400,2013/12,1.0,1
27213,에이비온(주),203400,2014/12,1.0,1
27214,에이비온(주),203400,2015/12,1.0,1
27215,에이비온(주),203400,2016/12,1.0,1
27216,에이비온(주),203400,2017/12,1.0,1
27217,에이비온(주),203400,2018/12,1.0,1
27218,에이비온(주),203400,2019/12,1.0,1
27287,에이치비솔루션(주),297890,2007/12,1.0,1
27289,에이치비솔루션(주),297890,2009/12,1.0,1
27313,에이치에스디엔진(주),82740,2013/12,1.0,1
27314,에이치에스디엔진(주),82740,2014/12,1.0,1
27315,에이치에스디엔진(주),82740,2015/12,1.0,1
27316,에이치에스디엔진(주),82740,2016/12,1.0,1
27317,에이치에스디엔진(주),82740,2017/12,1.0,1
27318,에이치에스디엔진(주),82740,2018/12,1.0,1
27319,에이치에스디엔진(주),82740,2019/12,1.0,1
27320,에이치엘비(주),28300,2000/12,1.0,1
27321,에이치엘비(주),28300,2001/12,1.0,1
27322,에이치엘비(주),28300,2002/12,1.0,1
27323,에이치엘비(주),28300,2003/12,1.0,1
27324,에이치엘비(주),28300,2004/12,1.0,1
27325,에이치엘비(주),28300,2005/12,1.0,1
27326,에이치엘비(주),28300,2006/12,1.0,1
27327,에이치엘비(주),28300,2007/12,1.0,1
27328,에이치엘비(주),28300,2008/12,1.0,1
27329,에이치엘비(주),28300,2009/12,1.0,1
27330,에이치엘비(주),28300,2010/12,1.0,1
27331,에이치엘비(주),28300,2011/12,1.0,1
27332,에이치엘비(주),28300,2012/12,1.0,1
27333,에이치엘비(주),28300,2013/12,1.0,1
27334,에이치엘비(주),28300,2014/12,1.0,1
27335,에이치엘비(주),28300,2015/12,1.0,1
27336,에이치엘비(주),28300,2016/12,1.0,1
27337,에이치엘비(주),28300,2017/12,1.0,1
27338,에이치엘비(주),28300,2018/12,1.0,1
27339,에이치엘비(주),28300,2019/12,1.0,1
27340,에이치엘비글로벌(주),3580,2000/12,1.0,1
27341,에이치엘비글로벌(주),3580,2001/12,1.0,1
27342,에이치엘비글로벌(주),3580,2002/12,1.0,1
27343,에이치엘비글로벌(주),3580,2003/12,1.0,1
27344,에이치엘비글로벌(주),3580,2004/12,1.0,1
27345,에이치엘비글로벌(주),3580,2005/12,1.0,1
27346,에이치엘비글로벌(주),3580,2006/12,1.0,1
27347,에이치엘비글로벌(주),3580,2007/12,1.0,1
27348,에이치엘비글로벌(주),3580,2008/12,1.0,1
27349,에이치엘비글로벌(주),3580,2009/12,1.0,1
27350,에이치엘비글로벌(주),3580,2010/12,1.0,1
27351,에이치엘비글로벌(주),3580,2011/12,1.0,1
27352,에이치엘비글로벌(주),3580,2012/12,1.0,1
27353,에이치엘비글로벌(주),3580,2013/12,1.0,1
27354,에이치엘비글로벌(주),3580,2014/12,1.0,1
27357,에이치엘비글로벌(주),3580,2017/12,1.0,1
27359,에이치엘비글로벌(주),3580,2019/12,1.0,1
27370,에이치엘비생명과학(주),67630,2011/12,1.0,1
27372,에이치엘비생명과학(주),67630,2013/12,1.0,1
27374,에이치엘비생명과학(주),67630,2015/12,1.0,1
27375,에이치엘비생명과학(주),67630,2016/12,1.0,1
27376,에이치엘비생명과학(주),67630,2017/12,1.0,1
27377,에이치엘비생명과학(주),67630,2018/12,1.0,1
27378,에이치엘비생명과학(주),67630,2019/12,1.0,1
27379,에이치엘비제약(주),47920,2000/12,1.0,1
27380,에이치엘비제약(주),47920,2001/12,1.0,1
27393,에이치엘비제약(주),47920,2014/12,1.0,1
27394,에이치엘비제약(주),47920,2015/12,1.0,1
27395,에이치엘비제약(주),47920,2016/12,1.0,1
27396,에이치엘비제약(주),47920,2017/12,1.0,1
27397,에이치엘비제약(주),47920,2018/12,1.0,1
27405,에이치엘비테라퓨틱스(주),115450,2011/12,1.0,1
27406,에이치엘비테라퓨틱스(주),115450,2012/12,1.0,1
27407,에이치엘비테라퓨틱스(주),115450,2013/12,1.0,1
27408,에이치엘비테라퓨틱스(주),115450,2014/12,1.0,1
27409,에이치엘비테라퓨틱스(주),115450,2015/12,1.0,1
27410,에이치엘비테라퓨틱스(주),115450,2016/12,1.0,1
27411,에이치엘비테라퓨틱스(주),115450,2017/12,1.0,1
27412,에이치엘비테라퓨틱스(주),115450,2018/12,1.0,1
27413,에이치엘비테라퓨틱스(주),115450,2019/12,1.0,1
27425,에이치엠엠(주),11200,2011/12,1.0,1
27426,에이치엠엠(주),11200,2012/12,1.0,1
27427,에이치엠엠(주),11200,2013/12,1.0,1
27428,에이치엠엠(주),11200,2014/12,1.0,1
27429,에이치엠엠(주),11200,2015/12,1.0,1
27430,에이치엠엠(주),11200,2016/12,1.0,1
27431,에이치엠엠(주),11200,2017/12,1.0,1
27432,에이치엠엠(주),11200,2018/12,1.0,1
27433,에이치엠엠(주),11200,2019/12,1.0,1
27480,에이프로젠제약(주),3060,2003/09,1.0,1
27481,에이프로젠제약(주),3060,2004/09,1.0,1
27482,에이프로젠제약(주),3060,2005/09,1.0,1
27483,에이프로젠제약(주),3060,2006/09,1.0,1
27484,에이프로젠제약(주),3060,2007/09,1.0,1
27485,에이프로젠제약(주),3060,2008/09,1.0,1
27487,에이프로젠제약(주),3060,2010/09,1.0,1
27488,에이프로젠제약(주),3060,2011/12,1.0,1
27489,에이프로젠제약(주),3060,2012/12,1.0,1
27490,에이프로젠제약(주),3060,2013/12,1.0,1
27491,에이프로젠제약(주),3060,2014/12,1.0,1
27492,에이프로젠제약(주),3060,2015/12,1.0,1
27493,에이프로젠제약(주),3060,2016/12,1.0,1
27494,에이프로젠제약(주),3060,2017/12,1.0,1
27495,에이프로젠제약(주),3060,2018/12,1.0,1
27496,에이프로젠제약(주),3060,2019/12,1.0,1
27517,에이피에스홀딩스(주),54620,2017/12,1.0,1
27519,에이피에스홀딩스(주),54620,2019/12,1.0,1
27532,에이피티씨(주),89970,2008/12,1.0,1
27533,에이피티씨(주),89970,2009/12,1.0,1
27534,에이피티씨(주),89970,2010/12,1.0,1
27535,에이피티씨(주),89970,2011/12,1.0,1
27536,에이피티씨(주),89970,2012/12,1.0,1
27537,에이피티씨(주),89970,2013/12,1.0,1
27538,에이피티씨(주),89970,2014/12,1.0,1
27543,에코바이오홀딩스(주),38870,2001/12,1.0,1
27544,에코바이오홀딩스(주),38870,2002/12,1.0,1
27545,에코바이오홀딩스(주),38870,2003/12,1.0,1
27546,에코바이오홀딩스(주),38870,2004/12,1.0,1
27547,에코바이오홀딩스(주),38870,2005/12,1.0,1
27548,에코바이오홀딩스(주),38870,2006/12,1.0,1
27549,에코바이오홀딩스(주),38870,2007/12,1.0,1
27550,에코바이오홀딩스(주),38870,2008/12,1.0,1
27558,에코바이오홀딩스(주),38870,2016/12,1.0,1
27560,에코바이오홀딩스(주),38870,2018/12,1.0,1
27636,엔시트론(주),101400,2012/12,1.0,1
27637,엔시트론(주),101400,2013/12,1.0,1
27638,엔시트론(주),101400,2014/12,1.0,1
27639,엔시트론(주),101400,2015/12,1.0,1
27640,엔시트론(주),101400,2016/12,1.0,1
27641,엔시트론(주),101400,2017/12,1.0,1
27642,엔시트론(주),101400,2018/12,1.0,1
27643,엔시트론(주),101400,2019/12,1.0,1
27703,엘비세미콘(주),61970,2003/12,1.0,1
27704,엘비세미콘(주),61970,2004/12,1.0,1
27705,엘비세미콘(주),61970,2005/12,1.0,1
27706,엘비세미콘(주),61970,2006/12,1.0,1
27707,엘비세미콘(주),61970,2007/12,1.0,1
27789,엘컴텍(주),37950,2010/12,1.0,1
27790,엘컴텍(주),37950,2011/12,1.0,1
27791,엘컴텍(주),37950,2012/12,1.0,1
27792,엘컴텍(주),37950,2013/12,1.0,1
27852,영신금속공업(주),7530,2002/12,1.0,1
27854,영신금속공업(주),7530,2004/12,1.0,1
27872,영진약품(주),3520,2002/12,1.0,1
27873,영진약품(주),3520,2003/12,1.0,1
27874,영진약품(주),3520,2004/12,1.0,1
27875,영진약품(주),3520,2005/12,1.0,1
27876,영진약품(주),3520,2006/12,1.0,1
27877,영진약품(주),3520,2007/12,1.0,1
27878,영진약품(주),3520,2008/12,1.0,1
27879,영진약품(주),3520,2009/12,1.0,1
27944,영화금속(주),12280,2000/12,1.0,1
27945,영화금속(주),12280,2001/12,1.0,1
27946,영화금속(주),12280,2002/12,1.0,1
27947,영화금속(주),12280,2003/12,1.0,1
28045,오성첨단소재(주),52420,2005/12,1.0,1
28047,오성첨단소재(주),52420,2007/12,1.0,1
28051,오성첨단소재(주),52420,2011/12,1.0,1
28052,오성첨단소재(주),52420,2012/12,1.0,1
28053,오성첨단소재(주),52420,2013/12,1.0,1
28054,오성첨단소재(주),52420,2014/12,1.0,1
28055,오성첨단소재(주),52420,2015/12,1.0,1
28056,오성첨단소재(주),52420,2016/12,1.0,1
28057,오성첨단소재(주),52420,2017/12,1.0,1
28058,오성첨단소재(주),52420,2018/12,1.0,1
28091,올리패스(주),244460,2016/12,1.0,1
28092,올리패스(주),244460,2017/12,1.0,1
28093,올리패스(주),244460,2018/12,1.0,1
28094,올리패스(주),244460,2019/12,1.0,1
28096,올릭스(주),226950,2016/12,1.0,1
28097,올릭스(주),226950,2017/12,1.0,1
28098,올릭스(주),226950,2018/12,1.0,1
28099,올릭스(주),226950,2019/12,1.0,1
28107,옴니시스템(주),57540,2009/12,1.0,1
28108,옴니시스템(주),57540,2010/12,1.0,1
28109,옴니시스템(주),57540,2011/12,1.0,1
28110,옴니시스템(주),57540,2012/12,1.0,1
28111,옴니시스템(주),57540,2013/12,1.0,1
28206,우리바이오(주),82850,2016/12,1.0,1
28208,우리바이오(주),82850,2018/12,1.0,1
28220,우리산업홀딩스(주),72470,2005/12,1.0,1
28221,우리산업홀딩스(주),72470,2006/12,1.0,1
28222,우리산업홀딩스(주),72470,2007/12,1.0,1
28223,우리산업홀딩스(주),72470,2008/12,1.0,1
28224,우리산업홀딩스(주),72470,2009/12,1.0,1
28244,우리손에프앤지농업회사법인(주),73560,2011/12,1.0,1
28246,우리손에프앤지농업회사법인(주),73560,2013/12,1.0,1
28269,우리엔터프라이즈(주),37400,2016/12,1.0,1
28271,우리엔터프라이즈(주),37400,2018/12,1.0,1
28277,우리이앤엘(주),153490,2013/12,1.0,1
28278,우리이앤엘(주),153490,2014/12,1.0,1
28279,우리이앤엘(주),153490,2015/12,1.0,1
28280,우리이앤엘(주),153490,2016/12,1.0,1
28281,우리이앤엘(주),153490,2017/12,1.0,1
28324,우원개발(주),46940,2007/12,1.0,1
28325,우원개발(주),46940,2008/12,1.0,1
28326,우원개발(주),46940,2009/12,1.0,1
28327,우원개발(주),46940,2010/12,1.0,1
28352,우진비앤지(주),18620,2015/12,1.0,1
28353,우진비앤지(주),18620,2016/12,1.0,1
28354,우진비앤지(주),18620,2017/12,1.0,1
28355,우진비앤지(주),18620,2018/12,1.0,1
28366,원풍물산(주),8290,2008/12,1.0,1
28368,원풍물산(주),8290,2010/12,1.0,1
28383,웰바이오텍(주),10600,2005/12,1.0,1
28384,웰바이오텍(주),10600,2006/12,1.0,1
28385,웰바이오텍(주),10600,2007/12,1.0,1
28386,웰바이오텍(주),10600,2008/12,1.0,1
28387,웰바이오텍(주),10600,2009/12,1.0,1
28388,웰바이오텍(주),10600,2010/12,1.0,1
28394,웰바이오텍(주),10600,2016/12,1.0,1
28395,웰바이오텍(주),10600,2017/12,1.0,1
28396,웰바이오텍(주),10600,2018/12,1.0,1
28397,웰바이오텍(주),10600,2019/12,1.0,1
28431,위즈코프(주),38620,2003/12,1.0,1
28432,위즈코프(주),38620,2004/12,1.0,1
28433,위즈코프(주),38620,2005/12,1.0,1
28434,위즈코프(주),38620,2006/12,1.0,1
28435,위즈코프(주),38620,2007/12,1.0,1
28436,위즈코프(주),38620,2008/12,1.0,1
28466,유네코(주),64510,2015/12,1.0,1
28467,유네코(주),64510,2016/12,1.0,1
28468,유네코(주),64510,2017/12,1.0,1
28469,유네코(주),64510,2018/12,1.0,1
28470,유네코(주),64510,2019/12,1.0,1
28499,유니슨(주),18000,2008/12,1.0,1
28500,유니슨(주),18000,2009/12,1.0,1
28501,유니슨(주),18000,2010/12,1.0,1
28502,유니슨(주),18000,2011/12,1.0,1
28503,유니슨(주),18000,2012/12,1.0,1
28504,유니슨(주),18000,2013/12,1.0,1
28505,유니슨(주),18000,2014/12,1.0,1
28506,유니슨(주),18000,2015/12,1.0,1
28507,유니슨(주),18000,2016/12,1.0,1
28627,유진기업(주),23410,2006/12,1.0,1
28628,유진기업(주),23410,2007/12,1.0,1
28629,유진기업(주),23410,2008/12,1.0,1
28630,유진기업(주),23410,2009/12,1.0,1
28631,유진기업(주),23410,2010/12,1.0,1
28632,유진기업(주),23410,2011/12,1.0,1
28633,유진기업(주),23410,2012/12,1.0,1
28666,이건산업(주),8250,2005/09,1.0,1
28667,이건산업(주),8250,2006/09,1.0,1
28668,이건산업(주),8250,2007/12,1.0,1
28669,이건산업(주),8250,2008/12,1.0,1
28670,이건산업(주),8250,2009/12,1.0,1
28671,이건산업(주),8250,2010/12,1.0,1
28672,이건산업(주),8250,2011/12,1.0,1
28691,이구산업(주),25820,2010/12,1.0,1
28692,이구산업(주),25820,2011/12,1.0,1
28693,이구산업(주),25820,2012/12,1.0,1
28694,이구산업(주),25820,2013/12,1.0,1
28695,이구산업(주),25820,2014/12,1.0,1
28696,이구산업(주),25820,2015/12,1.0,1
28719,이노시스(주),56090,2015/12,1.0,1
28720,이노시스(주),56090,2016/12,1.0,1
28721,이노시스(주),56090,2017/12,1.0,1
28722,이노시스(주),56090,2018/12,1.0,1
28723,이노시스(주),56090,2019/12,1.0,1
28770,이엠코리아(주),95190,2016/12,1.0,1
28771,이엠코리아(주),95190,2017/12,1.0,1
28772,이엠코리아(주),95190,2018/12,1.0,1
28773,이엠코리아(주),95190,2019/12,1.0,1
28774,이연제약(주),102460,2000/12,1.0,1
28795,이오플로우(주),294090,2017/12,1.0,1
28797,이오플로우(주),294090,2019/12,1.0,1
28799,이원다이애그노믹스(주),245620,2017/12,1.0,1
28801,이원다이애그노믹스(주),245620,2019/12,1.0,1
