,회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),이자비용(*)(IFRS)(천원),이자비용(*)(IFRS연결)(천원),이자지급(-)(IFRS)(천원),이자지급(-)(IFRS연결)(천원),이보배개별,이보배연결,이보배개별지급,이보배연결지급,이보배그냥,이보배지급,이자보상배율
0,(주)CMG제약,58820,2010-12,-7537071.0,-7537071.0,1016039.0,1016039.0,-757510.0,-757510.0,-7.418092218901046,-7.418092218901046,-9.949797362411058,-9.949797362411058,-7.418092218901046,-9.949797362411058,-7.418092218901046
1,(주)CMG제약,58820,2011-12,714950.0,640283.0,181404.0,181404.0,-172397.0,-172397.0,3.9412030605719828,3.5295969217878325,4.147113928896674,4.147113928896674,3.5295969217878325,4.147113928896674,3.5295969217878325
2,(주)CMG제약,58820,2012-12,-4045140.0,-4205503.0,542880.0,542880.0,-165751.0,-165751.0,-7.451259946949602,-7.746653035661656,-24.40492063396299,-24.40492063396299,-7.746653035661656,-24.40492063396299,-7.746653035661656
3,(주)CMG제약,58820,2013-12,822547.0,791250.0,1133753.0,1134104.0,0.0,-351.0,0.725508113319215,0.6976873373165071,4.147113928896674,2343.4387464387464,0.6976873373165071,2343.4387464387464,0.6976873373165071
4,(주)CMG제약,58820,2014-12,446018.0,442322.0,122840.0,122840.0,0.0,0.0,3.6308857049820906,3.600797785737545,4.147113928896674,,3.600797785737545,4.147113928896674,3.600797785737545
5,(주)CMG제약,58820,2015-12,-2570878.0,-2572168.0,79830.0,79830.0,0.0,0.0,-32.20440936991106,-32.220568708505574,4.147113928896674,,-32.220568708505574,4.147113928896674,-32.220568708505574
6,(주)CMG제약,58820,2016-12,1730753.0,1730753.0,0.0,0.0,0.0,0.0,303.01105551029906,,4.147113928896674,,303.01105551029906,4.147113928896674,303.01105551029906
7,(주)CMG제약,58820,2017-12,1558607.0,1558607.0,0.0,0.0,0.0,0.0,303.01105551029906,,4.147113928896674,,303.01105551029906,4.147113928896674,303.01105551029906
8,(주)CMG제약,58820,2018-12,2567820.0,2567820.0,0.0,0.0,0.0,0.0,303.01105551029906,,4.147113928896674,,303.01105551029906,4.147113928896674,303.01105551029906
9,(주)CMG제약,58820,2019-12,2603774.0,2603774.0,8593.0,8593.0,0.0,0.0,303.01105551029906,303.01105551029906,4.147113928896674,,303.01105551029906,4.147113928896674,303.01105551029906
