회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인당부가가치,R & D 투자효율,통계청 한국표준산업분류 10차(소분류),매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부
위스컴,24070,2013-12,5705.28,-2.39,-3.09,-2.55,0.49,-8.77,8.97,3.27,4.21,4.73,4.15,3.72,1.14,14.5,4.26,3.76,23.13,1.29,9.96,1.73,3.99,810.44,736.17,78.38,11.28,0.0,92.66,8.14,0.0,89.86,59.95,66.0,587.82,9.06,10.14,9.16,10.45,57.86,151955.78,160751.78,504.35,62.02228564,18.69,16.19,94246.45,0.63,  플라스틱제품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
위스컴,24070,2014-12,6072.43,2.6,4.07,2.06,1.23,-5.18,8.55,3.85,4.66,4.05,3.75,4.16,1.08,15.74,4.36,3.55,24.55,1.21,10.06,1.64,3.79,704.11,634.38,83.62,12.78,0.0,67.88,7.21,0.0,88.67,59.15,65.66,463.13,10.52,11.33,9.9,11.54,56.33,153616.96,166395.92,507.65,62.47971113,18.91,17.73,95979.43,0.75,  플라스틱제품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
위스컴,24070,2015-12,2089.78,-2.53,3.61,-11.57,-0.77,-1.27,6.7,1.98,2.36,1.63,1.52,2.11,1.07,16.08,4.62,3.37,23.42,1.19,10.12,1.7,4.17,768.04,692.38,66.77,10.79,0.0,64.85,5.84,0.0,90.26,53.7,59.57,471.05,8.59,9.74,9.85,11.33,51.81,164900.51,181434.3,510.28,51.23498947,16.56,15.32,84486.76,0.66,  플라스틱제품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
위스컴,24070,2016-12,300.15,2.39,-2.49,6.76,0.26,-4.72,6.1,1.41,1.6,1.12,1.1,1.43,1.02,15.65,4.44,3.2,18.36,1.14,9.52,1.67,3.86,623.73,560.14,59.3,13.14,0.0,31.55,3.65,0.0,88.38,55.78,62.11,325.66,11.27,11.62,10.19,12.14,52.15,166680.16,193540.4,541.52,52.01933573,16.01,15.93,86705.91,0.68,  플라스틱제품 제조업,0.0,1.0,0.0,0.0,0.0,0.0
위스컴,24070,2017-12,15.11,-3.0,-0.33,-0.89,-1.44,-13.1,5.45,0.06,0.06,0.25,0.29,0.05,0.89,13.88,4.02,2.82,16.61,1.0,8.13,1.41,3.27,750.71,682.82,30.17,11.35,0.0,38.89,4.4,0.0,89.81,57.72,63.46,469.32,9.41,10.19,9.04,10.43,55.01,163070.9,196029.31,523.14,46.99709586,14.65,16.27,76638.59,0.66,  플라스틱제품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
위스컴,24070,2018-12,-176.57,-1.5,7.41,-7.8,0.55,-4.22,5.26,0.94,0.9,-0.27,-0.31,0.82,0.87,14.54,4.28,2.61,24.13,0.96,9.38,1.41,3.31,926.12,839.0,60.16,9.08,0.0,40.74,3.87,0.0,91.68,53.82,59.4,609.32,7.0,8.32,9.41,10.55,52.99,166954.84,202336.07,501.15,48.5898699,16.19,18.48,81123.14,0.69,  플라스틱제품 제조업,0.0,1.0,0.0,0.0,0.0,0.0
위스컴,24070,2019-12,49.5,5.01,16.17,1.54,0.7,3.15,6.04,0.93,0.92,0.63,0.72,0.82,0.88,15.3,4.36,2.4,24.84,0.98,8.6,1.51,3.64,565.22,513.59,34.14,13.75,0.84,23.12,3.25,331.81,87.91,52.2,57.45,518.2,11.56,12.09,9.14,11.1,47.28,192407.51,234732.66,543.29,46.69292279,16.54,19.22,89840.69,0.65,  플라스틱제품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
위지트,36090,2011-12,2.22,-18.99,1.34,-40.19,7.01,-10.58,26.13,2.77,5.85,0.0,0.0,1.71,0.62,5.19,3.25,1.24,8.33,2.12,0.87,1.38,-6.62,64.3,47.24,15.49,197.05,0.0,4.26,4.1,0.0,33.66,27.54,37.48,217.69,173.14,66.34,26.53,-47.77,-20.81,135149.13,57484.42,240.99,0,0.0,0.0,0.0,0.05,  특수 목적용 기계 제조업,0.0,0.0,0.0,0.0,0.0,0.0
위지트,36090,2012-12,3.91,-3.79,4.65,-17.19,34.88,18.44,29.1,7.75,15.98,0.0,0.0,6.44,0.83,5.51,4.67,1.42,12.11,2.06,1.39,2.38,-40.14,88.42,56.96,2.75,111.88,0.0,-0.85,-0.53,0.0,47.2,20.78,32.26,266.54,77.3,52.8,35.58,-271.75,-4.22,131600.05,57935.99,220.27,0,0.0,0.0,0.0,0.03,  특수 목적용 기계 제조업,0.0,0.0,0.0,0.0,0.0,0.0
위지트,36090,2013-12,4.51,0.49,-1.56,6.45,15.12,-1.39,27.93,9.6,15.82,0.0,0.0,8.01,0.83,5.59,4.53,1.38,14.83,1.65,1.69,2.51,50.38,110.7,78.18,20.6,84.96,0.0,10.64,5.88,0.0,54.06,24.13,34.17,405.81,57.1,45.94,29.38,303.95,3.3,119560.72,54859.54,199.93,0,0.0,0.0,0.0,0.0,  특수 목적용 기계 제조업,0.0,0.0,0.0,0.0,0.0,0.0
위지트,36090,2014-12,7.08,54.84,-1.19,159.83,113.95,8.83,29.19,10.74,11.45,0.0,0.0,7.63,0.71,6.06,3.99,1.52,14.25,1.07,2.13,1.47,2.7,408.89,357.75,223.17,33.86,0.0,18.08,7.82,0.0,74.71,50.17,57.34,320.48,18.77,25.29,12.51,16.56,43.32,130023.35,64734.09,342.74,0,0.0,0.0,0.0,0.0,  특수 목적용 기계 제조업,0.0,0.0,0.0,0.0,0.0,0.0
위지트,36090,2015-12,11.3,11.52,-3.04,5.21,11.39,14.41,30.62,12.17,11.27,8.13,11.79,8.41,0.63,6.81,3.75,1.78,14.4,0.85,2.5,1.14,4.0,227.74,203.05,131.83,34.27,0.0,28.82,12.2,0.0,74.47,47.88,53.7,459.03,31.66,25.53,10.84,19.33,30.12,129651.1,67847.88,388.73,0,25.57,42.42,99401.97,0.0,  특수 목적용 기계 제조업,0.0,0.0,0.0,0.0,0.0,0.0
위지트,36090,2016-12,16.19,10.55,-3.51,11.61,25.98,0.36,30.06,13.12,9.43,7.23,12.58,7.54,0.57,6.26,3.71,1.85,15.4,0.72,2.86,1.06,2.69,399.77,348.42,185.15,17.83,0.0,58.16,16.08,0.0,84.87,47.25,54.22,372.31,15.98,15.13,12.85,17.13,40.66,125098.18,62461.32,429.75,0,22.18,40.53,95307.37,0.0,  특수 목적용 기계 제조업,0.0,0.0,0.0,0.0,0.0,1.0
위지트,36090,2017-12,7.98,45.89,-0.1,-15.93,23.3,21.59,26.17,11.42,8.02,5.79,10.69,6.18,0.54,5.04,4.46,2.29,11.0,0.7,2.36,1.33,5.13,231.88,168.22,88.65,39.41,17.23,19.76,12.25,32.42,71.73,22.67,31.24,178.71,18.78,28.27,27.45,48.27,17.77,130025.06,70565.39,660.73,90.55899165,17.82,39.08,117749.38,0.0,  특수 목적용 기계 제조업,0.0,0.0,0.0,0.0,0.0,1.0
위지트,36090,2018-12,7.11,18.75,38.27,4.56,9.34,14.27,25.18,14.25,9.89,5.2,10.91,6.79,0.48,5.33,5.2,2.19,12.79,0.69,1.52,1.63,8.05,165.61,134.88,67.17,51.41,16.47,15.35,11.88,31.65,66.05,22.4,27.51,381.23,25.15,33.95,18.56,46.84,10.9,173633.11,72621.62,749.99,75.72682308,17.53,39.95,131486.84,0.0,  특수 목적용 기계 제조업,0.0,0.0,0.0,0.0,0.0,0.0
위지트,36090,2019-12,-0.96,2.25,7.57,-38.6,7.09,-29.27,15.04,-17.65,-8.01,-1.03,-3.34,-5.42,0.31,4.94,4.28,1.29,17.2,0.45,0.95,1.4,-9.17,71.38,47.84,18.42,44.56,16.94,8.14,8.27,14.81,69.17,11.07,16.52,410.71,33.45,30.83,32.97,-82.25,-6.62,194408.18,76131.62,796.15,0,5.67,18.68,45142.14,0.0,  특수 목적용 기계 제조업,0.0,0.0,0.0,0.0,0.0,0.0
윈팩,97800,2013-12,-6.05,-46.09,205.93,-86.55,-64.49,-43.47,-7.78,-19.69,-11.69,0.0,0.0,-7.65,0.39,15.89,6.89,1.03,29.89,0.59,1.12,1.0,-3.52,29.36,24.48,15.86,104.36,0.0,35.13,32.35,0.0,48.93,10.91,13.09,196.34,91.1,51.07,16.64,-6.92,-31.49,191107.03,317841.93,257.02,0,0.0,0.0,0.0,0.4,  반도체 제조업,0.0,1.0,0.0,0.0,0.0,0.0
윈팩,97800,2014-12,0.05,0.02,1.89,12.39,-11.38,-0.32,6.33,-10.1,-12.1,0.0,0.0,-5.58,0.55,21.38,9.13,0.68,20.85,1.2,1.03,3.98,-3.28,30.37,24.86,7.56,130.64,0.0,13.66,14.0,0.0,43.36,12.04,14.71,180.7,111.72,56.64,18.12,-7.9,-33.73,215332.45,356891.93,261.51,0,0.0,0.0,0.0,0.01,  반도체 제조업,0.0,0.0,0.0,0.0,0.0,0.0
윈팩,97800,2015-12,-3.23,-14.58,-13.08,-19.04,-18.94,-13.86,-5.93,-18.66,-22.63,0.0,0.0,-9.58,0.51,21.67,7.73,0.62,17.6,1.21,0.89,3.58,-2.81,26.04,21.69,12.62,143.03,0.0,16.52,17.45,0.0,41.15,11.61,13.94,190.61,130.12,58.85,16.7,-5.88,-39.6,238751.62,397627.82,285.8,0,0.0,0.0,0.0,0.01,  반도체 제조업,0.0,0.0,0.0,0.0,0.0,0.0
윈팩,97800,2016-12,-4.63,-8.95,-16.93,-15.37,-24.54,-19.82,-18.87,-37.21,-46.07,0.0,0.0,-17.41,0.47,15.57,11.19,0.58,14.31,1.24,0.75,3.47,-1.89,20.01,12.38,0.93,193.24,0.0,6.92,9.29,0.0,34.1,8.02,12.96,74.82,189.93,65.9,38.11,-9.53,-51.81,203564.87,401723.34,270.14,0,0.0,0.0,0.0,0.01,  반도체 제조업,0.0,0.0,0.0,0.0,0.0,0.0
윈팩,97800,2017-12,-1.86,0.54,-19.69,128.86,37.63,35.73,-1.91,-15.13,-24.87,0.0,0.0,-10.05,0.66,12.3,13.84,0.96,12.89,1.64,1.11,3.13,-5.84,56.51,44.88,29.34,114.21,0.0,3.04,2.44,0.0,46.68,23.42,29.5,95.29,111.81,53.32,20.59,-26.75,-22.7,141381.56,321342.94,236.4,0,0.0,0.0,0.0,0.05,  반도체 제조업,0.0,0.0,0.0,0.0,0.0,0.0
윈팩,97800,2018-12,1.87,5.5,31.18,-44.65,11.93,43.18,8.61,2.18,4.19,0.0,0.0,2.02,0.92,16.63,12.74,1.34,15.93,1.92,1.78,4.14,-5.19,30.89,22.64,4.97,101.91,0.0,16.66,9.35,0.0,49.53,11.34,15.47,127.64,101.16,50.47,26.69,-11.93,-34.63,122974.74,230070.14,182.22,0,0.0,0.0,0.0,0.5,  반도체 제조업,0.0,0.0,0.0,1.0,0.0,0.0
윈팩,97800,2019-12,3.38,56.48,56.86,77.4,26.54,45.05,12.46,9.49,22.07,0.0,0.0,9.65,1.02,19.83,13.68,1.33,14.26,2.33,1.81,6.08,-10.52,52.54,38.41,16.6,149.7,0.0,22.06,15.86,0.0,40.05,12.82,17.54,67.08,83.38,59.95,26.9,-29.77,-15.85,173154.31,250524.64,234.02,0,0.0,0.0,0.0,0.39,  반도체 제조업,0.0,0.0,0.0,0.0,0.0,0.0
윈하이텍,192390,2014-12,30.22,-60.65,-80.17,38.98,-16.27,-47.13,23.27,11.81,14.4,0.0,0.0,7.35,0.62,8.5,5.85,0.95,12.71,1.22,1.27,2.17,5.13,366.06,309.32,76.83,21.38,0.0,101.9,16.28,0.0,82.39,49.95,59.11,604.94,19.6,17.61,15.5,21.33,42.96,204133.52,89818.72,533.45,0,0.0,0.0,0.0,0.47,"  구조용 금속제품, 탱크 및 증기발생기 제조업",0.0,0.0,0.0,0.0,0.0,0.0
윈하이텍,192390,2015-12,219.07,12.0,25.2,1.74,12.19,0.22,23.34,11.2,14.15,0.0,0.0,11.67,1.04,8.39,4.32,2.55,19.44,1.26,5.94,1.85,5.25,332.89,271.89,20.21,21.17,0.0,51.79,9.18,0.0,82.53,43.85,53.69,242.17,19.54,17.47,18.32,26.19,37.56,212072.9,90944.45,505.55,0,0.0,0.0,0.0,0.3,"  구조용 금속제품, 탱크 및 증기발생기 제조업",0.0,0.0,0.0,0.0,0.0,0.0
윈하이텍,192390,2016-12,26.46,-0.45,8.11,-8.83,-1.19,10.72,13.74,2.5,3.33,0.0,0.0,2.74,1.09,9.66,4.46,2.44,14.14,1.33,6.16,2.13,6.74,295.64,237.34,13.72,22.08,0.0,34.99,5.77,0.0,81.91,39.48,49.18,230.04,20.31,18.09,19.72,29.8,32.54,196396.41,94651.57,460.01,0,0.0,0.0,0.0,0.23,"  구조용 금속제품, 탱크 및 증기발생기 제조업",0.0,0.0,0.0,0.0,0.0,0.0
윈하이텍,192390,2017-12,8.38,74.53,-6.2,72.55,7.54,6.18,15.79,5.64,7.73,0.0,0.0,4.79,0.85,8.57,3.72,2.58,11.84,1.37,2.23,1.74,5.78,190.58,160.99,15.98,98.13,0.0,-0.79,-0.59,0.0,50.47,41.07,48.62,280.89,50.55,49.53,15.53,32.67,23.11,182415.21,93514.29,772.68,0,0.0,0.0,0.0,0.28,"  구조용 금속제품, 탱크 및 증기발생기 제조업",0.0,1.0,0.0,0.0,0.0,0.0
윈하이텍,192390,2018-12,5.42,21.58,1.8,33.11,10.36,38.88,18.15,6.72,11.74,0.0,0.0,5.62,0.84,8.06,2.83,3.66,13.81,1.75,1.61,1.64,10.13,139.4,115.13,11.26,118.28,0.0,-13.08,-9.3,0.0,45.81,43.96,53.23,532.0,83.36,54.19,17.41,61.61,15.05,166944.94,90632.47,867.65,0,0.0,0.0,0.0,0.25,"  구조용 금속제품, 탱크 및 증기발생기 제조업",0.0,0.0,0.0,0.0,0.0,0.0
윈하이텍,192390,2019-12,-2.29,-14.26,35.12,-34.97,-8.66,-11.92,5.33,-9.17,-12.11,-2.29,-6.28,-5.71,0.72,6.83,2.72,2.72,14.93,1.53,1.37,1.53,-18.71,82.05,59.14,15.44,115.77,36.12,8.28,5.42,12.54,46.35,26.37,36.58,238.92,96.2,53.65,27.92,-127.59,-8.0,266680.04,166481.36,768.53,11.39654578,3.95,5.28,30392.31,0.5,"  구조용 금속제품, 탱크 및 증기발생기 제조업",0.0,0.0,0.0,0.0,0.0,0.0
윌비스,8600,2017-12,1.48,-9.84,-9.98,-10.71,-5.35,-6.4,19.11,0.22,0.48,2.16,2.41,0.2,0.9,2.21,4.73,5.82,36.02,2.15,1.54,1.42,20.47,117.18,57.72,2.83,133.63,40.23,4.38,2.65,6.23,42.8,31.01,62.95,613.38,125.51,57.2,50.75,346.05,9.23,217417.77,195321.75,1425.6,172.0479511,26.24,27.77,374062.82,0.33,  생활용품 도매업,0.0,1.0,0.0,0.0,0.0,0.0
윌비스,8600,2018-12,0.63,-1.0,-5.87,3.56,0.21,-4.56,18.77,-2.38,-5.02,1.11,1.23,-2.16,0.91,2.27,4.65,6.04,40.16,2.1,1.59,1.41,10.92,133.93,66.96,1.88,130.79,39.54,2.76,1.72,3.96,43.33,32.93,65.85,550.46,113.48,56.67,50.0,197.37,16.68,213024.21,194657.28,1458.61,167.6435457,24.48,26.88,357121.34,0.33,  생활용품 도매업,0.0,0.0,0.0,0.0,0.0,0.0
윌비스,8600,2019-12,-2.31,-7.81,-2.17,-17.4,-22.89,-2.91,10.22,-13.53,-31.2,-6.74,-7.32,-12.46,0.92,2.7,4.8,6.11,35.13,2.31,1.53,1.47,101.06,103.33,54.07,3.11,175.93,40.69,6.15,4.08,9.63,36.24,30.88,59.0,440.77,157.56,63.76,47.67,1481.23,1.9,213928.92,216502.25,1419.42,83.13641033,12.53,13.06,177852.83,0.37,  생활용품 도매업,0.0,0.0,0.0,0.0,0.0,1.0
유니온,910,2011-12,9.44,-23.41,5.02,1.01,-25.09,9.02,16.67,6.35,3.16,2.63,7.4,2.25,0.36,4.01,5.07,2.54,8.9,0.5,1.23,2.15,13.27,147.46,78.17,10.04,42.15,6.61,12.59,9.12,56.47,70.35,10.16,19.17,174.85,18.48,29.65,46.99,146.0,6.17,212915.93,222196.65,1294.93,59.28685617,9.75,23.82,126231.16,0.88,"  시멘트, 석회, 플라스터 및 그 제품 제조업",0.0,0.0,0.0,0.0,0.0,1.0
유니온,910,2012-12,5.17,-18.96,-3.61,-14.68,-15.0,-5.31,14.0,4.32,2.57,1.58,3.68,1.85,0.43,4.11,4.93,2.39,8.85,0.6,1.52,2.18,10.23,186.27,104.12,5.92,35.53,3.85,15.73,8.63,107.12,73.78,11.28,20.18,183.2,14.68,26.22,44.11,95.23,9.35,201955.5,221051.96,1041.13,52.48455056,10.18,21.29,105995.44,1.07,"  시멘트, 석회, 플라스터 및 그 제품 제조업",0.0,0.0,0.0,0.0,0.0,0.0
유니온,910,2013-12,11.56,5.01,-15.13,-5.51,6.29,-8.88,14.82,-3.39,-1.94,1.65,3.89,-1.44,0.43,4.53,4.63,2.4,9.9,0.57,1.65,2.22,9.2,198.76,120.66,14.3,33.9,3.67,14.39,8.78,99.39,74.68,11.02,18.16,250.9,12.23,25.32,39.29,79.08,9.02,165367.02,238407.03,1162.52,44.61266989,6.35,15.29,73774.64,1.16,"  시멘트, 석회, 플라스터 및 그 제품 제조업",0.0,0.0,0.0,0.0,0.0,0.0
유니온,910,2014-12,14.9,-35.83,15.04,-1.73,-36.58,3.1,16.69,3.12,2.19,2.23,4.28,1.63,0.52,5.74,4.64,2.5,10.86,0.7,2.03,2.38,11.31,173.64,122.15,27.32,35.47,5.71,18.71,7.35,85.79,73.82,19.56,27.81,218.09,21.7,26.18,29.65,69.92,11.79,202449.51,261255.81,715.74,61.24817966,17.32,25.99,123996.64,1.09,"  시멘트, 석회, 플라스터 및 그 제품 제조업",0.0,0.0,0.0,0.0,0.0,1.0
유니온,910,2015-12,1.17,-7.26,-12.14,-6.87,-6.0,-14.75,14.05,-3.23,-2.56,0.18,0.31,-1.91,0.59,5.87,4.19,2.12,9.1,0.79,2.29,2.12,10.4,172.99,116.96,28.28,33.66,6.15,21.88,8.99,89.52,74.82,18.88,27.93,216.3,21.58,25.18,32.39,76.77,11.78,183581.25,276556.75,680.32,44.93647165,12.13,19.79,82494.94,1.29,"  시멘트, 석회, 플라스터 및 그 제품 제조업",0.0,0.0,0.0,0.0,0.0,0.0
유니온,910,2016-12,6.4,0.21,-5.45,-1.95,1.87,-7.88,15.61,0.2,0.15,0.0,0.0,0.11,0.56,5.9,4.11,2.16,9.6,0.75,2.29,2.02,8.4,194.12,144.54,15.08,31.47,0.0,18.16,7.74,0.0,76.06,20.54,27.58,252.2,18.68,23.94,25.54,52.68,13.37,181866.25,293978.06,727.16,0,0.0,0.0,0.0,1.3,"  시멘트, 석회, 플라스터 및 그 제품 제조업",0.0,0.0,0.0,0.0,0.0,0.0
유니켐,11330,2013-12,-5.62,0.63,-11.41,10.92,44.54,-12.71,-2.93,-14.99,-133.9,0.0,0.0,-20.12,1.34,7.8,4.23,3.48,5.89,8.93,1.58,2.28,-19.17,81.54,61.05,3.43,464.67,0.0,-20.76,-12.77,0.0,17.71,46.17,61.67,136.5,427.04,82.29,25.12,-110.98,-13.96,118280.06,54855.09,327.53,0,0.0,0.0,0.0,0.5,"  가죽, 가방 및 유사제품 제조업",0.0,0.0,0.0,0.0,0.0,0.0
유니켐,11330,2016-12,2.0,64.11,3.12,163.56,198.97,323.63,16.22,4.76,9.21,0.0,0.0,3.25,0.68,1.67,5.09,1.54,12.42,1.94,1.05,1.29,10.05,121.6,43.08,0.44,135.1,0.0,-43.45,-45.44,0.0,42.54,21.81,61.55,1116.93,119.0,57.46,64.57,363.56,10.93,120334.43,57342.82,332.85,0,0.0,0.0,0.0,0.76,"  가죽, 가방 및 유사제품 제조업",0.0,0.0,0.0,1.0,0.0,0.0
유니켐,11330,2017-12,2.06,11.68,6.07,10.55,10.27,79.68,12.0,8.89,7.97,5.14,5.51,3.37,0.93,2.29,4.39,2.65,47.76,2.21,1.62,1.52,52.51,105.18,46.03,6.5,143.05,31.06,-18.51,-12.15,-42.51,41.14,24.07,54.99,881.87,127.07,58.86,56.24,1140.92,2.71,195877.66,93602.25,471.16,44.62468921,18.55,26.07,87409.8,0.48,"  가죽, 가방 및 유사제품 제조업",0.0,0.0,0.0,0.0,0.0,0.0
유니켐,11330,2018-12,6.86,27.76,13.65,39.74,64.58,26.64,24.4,14.0,23.18,12.46,15.75,11.08,0.79,1.67,4.42,2.01,37.23,1.66,1.52,1.37,9.62,132.22,44.93,4.28,88.68,27.03,-4.27,-2.84,-7.42,53.0,20.44,60.15,794.62,85.83,47.0,66.02,270.89,14.66,161175.97,85154.12,486.0,63.09654881,20.93,29.67,101696.48,0.46,"  가죽, 가방 및 유사제품 제조업",0.0,0.0,0.0,1.0,0.0,1.0
유니켐,11330,2019-12,10.63,43.09,43.37,24.08,41.16,30.06,23.57,14.88,21.36,12.44,16.48,11.23,0.75,1.63,4.82,2.02,27.25,1.44,1.59,1.36,7.52,148.57,55.85,1.61,91.26,26.23,-0.59,-0.44,-1.08,52.28,19.61,52.16,450.12,67.15,47.72,62.4,190.9,17.05,164773.52,84237.16,668.04,80.17473471,19.78,30.84,132106.73,0.47,"  가죽, 가방 및 유사제품 제조업",0.0,0.0,0.0,0.0,0.0,1.0
유니크,11320,2011-12,3.2,12.7,12.64,12.96,9.63,11.31,13.78,2.68,11.28,5.45,3.68,3.97,1.48,21.8,5.49,3.03,5.79,4.21,2.28,3.1,-48.14,89.17,79.32,14.96,187.89,32.37,12.27,5.73,24.73,34.74,42.48,47.76,103.99,154.19,65.26,11.04,-90.89,-5.8,120016.02,117671.68,263.3,63.86910801,29.11,20.85,76653.16,2.62,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
유니크,11320,2012-12,3.94,6.82,10.64,5.35,13.63,8.19,15.25,4.27,17.38,6.35,4.35,6.24,1.46,23.39,5.37,2.94,6.92,4.07,2.28,3.08,646.3,100.94,89.55,18.29,170.64,37.5,8.8,3.92,14.8,36.95,41.78,47.1,156.69,126.29,63.05,11.29,1214.57,0.44,121421.08,130452.42,266.76,73.56092795,33.48,23.67,89318.47,3.03,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
유니크,11320,2013-12,8.3,14.24,-1.01,31.48,25.94,9.69,17.83,7.21,26.82,11.09,7.66,10.45,1.45,21.62,5.54,3.09,8.83,3.72,2.37,2.85,43.21,113.12,101.29,34.38,145.5,35.0,14.2,6.2,24.04,40.73,48.54,54.21,152.22,117.65,59.27,10.46,90.17,6.29,122134.79,140805.4,310.07,88.44974154,34.84,25.65,108027.9,3.51,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
유니크,11320,2014-12,4.88,5.25,14.61,-5.48,12.43,4.11,14.09,4.47,14.62,6.12,4.44,6.16,1.38,20.6,5.65,3.01,8.69,3.27,2.38,2.68,61.27,109.9,96.76,27.67,129.81,31.81,21.24,8.93,37.7,43.51,42.86,48.68,140.73,101.8,56.49,11.96,132.75,4.39,138327.35,142001.17,310.66,79.30275121,35.31,26.28,109697.39,3.9,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
유니크,11320,2015-12,3.79,5.24,11.85,-1.08,5.76,2.25,12.27,3.1,9.51,3.52,2.63,4.15,1.34,18.75,5.91,2.72,8.42,3.07,2.37,2.84,983.65,100.58,85.89,16.66,128.67,28.86,15.84,6.83,30.89,43.73,39.08,45.76,129.26,104.04,56.27,14.61,2519.12,0.27,147840.49,155204.87,319.83,71.26180299,32.94,25.23,105353.8,4.08,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
유니크,11320,2016-12,6.09,5.92,13.56,-3.75,7.6,10.31,12.82,3.08,9.78,4.86,3.48,4.31,1.4,18.61,6.19,2.66,8.82,3.17,2.5,3.21,-53.05,89.03,75.27,14.47,125.11,30.29,15.84,6.48,29.07,44.42,35.16,41.58,139.87,105.15,55.58,15.45,-125.35,-5.12,166177.99,184723.75,324.13,67.51056385,34.61,25.46,112187.7,4.13,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
유니크,11320,2017-12,2.6,5.88,3.08,-0.75,6.78,-7.67,11.03,1.38,3.78,2.16,1.77,1.69,1.22,15.61,5.57,2.28,8.63,2.73,2.2,3.03,-39.0,86.51,69.98,14.27,123.2,32.57,11.47,5.34,19.43,44.8,31.53,38.98,147.65,100.58,55.2,19.11,-122.51,-6.08,172685.52,205943.29,343.77,58.38417869,29.33,24.74,100821.02,3.9,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
유니크,11320,2018-12,-0.01,-2.0,-0.22,1.42,0.87,-9.38,9.23,1.08,2.57,-0.01,0.01,1.17,1.09,13.11,5.51,2.03,9.12,2.39,1.99,2.74,-74.41,93.19,75.69,22.28,116.84,34.4,10.21,5.02,15.99,46.12,32.77,40.34,154.85,93.87,53.88,18.78,-257.17,-2.95,174417.26,228165.59,348.97,60.66096703,30.32,27.65,105803.2,4.28,  자동차 신품 부품 제조업,0.0,1.0,0.0,0.0,0.0,0.0
유니크,11320,2019-12,1.57,8.94,3.9,14.03,11.74,5.55,11.1,1.85,4.39,1.55,1.4,2.05,1.11,13.29,5.57,2.11,9.33,2.37,2.08,2.68,-80.62,94.13,77.96,14.11,111.4,31.4,12.39,6.15,20.79,47.3,34.98,42.23,156.03,94.85,52.7,17.17,-275.21,-2.64,156431.86,211265.13,331.91,62.09469807,29.27,27.55,97135.89,4.6,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
유니테스트,86390,2011-12,4.33,8.86,-6.18,20.52,25.87,69.54,38.17,16.12,26.03,14.45,19.87,11.73,0.73,2.29,2.99,2.0,9.84,1.61,1.32,1.33,4.44,221.2,153.84,36.3,107.61,28.82,-4.09,-3.04,-7.36,48.17,39.88,57.34,460.05,53.82,51.83,30.46,55.58,31.42,242617.11,2870.31,718.94,0,27.18,38.95,195429.12,7.18,  특수 목적용 기계 제조업,0.0,0.0,0.0,0.0,0.0,0.0
유니테스트,86390,2012-12,2.34,-11.38,-3.39,-21.25,2.67,-15.06,38.17,5.44,6.6,6.68,10.63,3.42,0.63,2.39,2.84,1.79,16.39,1.21,1.3,1.16,7.92,149.54,105.72,49.53,79.2,22.52,24.35,16.09,47.78,55.8,36.02,50.95,1089.31,61.06,44.2,29.31,88.46,16.88,209722.55,2626.08,570.07,0,22.79,34.07,129907.11,9.84,  특수 목적용 기계 제조업,0.0,0.0,0.0,0.0,0.0,0.0
유니테스트,86390,2013-12,-6.96,-9.94,-2.66,-29.59,-25.75,-62.4,26.96,-51.22,-26.5,-12.42,-46.93,-13.56,0.26,1.18,2.22,0.69,10.88,0.52,0.54,0.58,-23.87,94.45,51.68,29.08,117.37,32.98,20.65,39.92,33.8,46.0,21.8,39.84,199.47,91.68,54.0,45.28,-770.99,-2.34,207785.94,2737.45,522.59,0,3.54,12.68,18510.36,18.78,  특수 목적용 기계 제조업,0.0,1.0,0.0,0.0,0.0,1.0
